Country,NUTS CODE 2016,merged regions_code,capital region,NUTS NAME,Year,Year z-score,value,2019 vs 2016,2016 vs 2013,2013 vs 2010
Spain,ES51,,other,ES51 - Cataluña,2016,RCI 2016 z-scores,-0.18,0.006460241573454,-0.067321288,-0.264454814
Spain,ES51,,other,ES51 - Cataluña,2013,RCI 2013 z-scores,-0.11,0.006460241573454,-0.067321288,-0.264454814
Spain,ES51,,other,ES51 - Cataluña,2010,RCI 2010 z-scores,0.16,0.006460241573454,-0.067321288,-0.264454814
Spain,ES52,,other,ES52 - Comunidad Valenciana,2019,RCI 2019 z-scores,-0.5,-0.009514414252372,-0.142247635,-0.131949776
Spain,ES52,,other,ES52 - Comunidad Valenciana,2016,RCI 2016 z-scores,-0.49,-0.009514414252372,-0.142247635,-0.131949776
Spain,ES52,,other,ES52 - Comunidad Valenciana,2013,RCI 2013 z-scores,-0.35,-0.009514414252372,-0.142247635,-0.131949776
Spain,ES52,,other,ES52 - Comunidad Valenciana,2010,RCI 2010 z-scores,-0.22,-0.009514414252372,-0.142247635,-0.131949776
Spain,ES53,,other,ES53 - Illes Balears,2019,RCI 2019 z-scores,-0.6,0.016353068226514,-0.098542901,0.088197805
Spain,ES53,,other,ES53 - Illes Balears,2016,RCI 2016 z-scores,-0.62,0.016353068226514,-0.098542901,0.088197805
Spain,ES53,,other,ES53 - Illes Balears,2013,RCI 2013 z-scores,-0.52,0.016353068226514,-0.098542901,0.088197805
Spain,ES53,,other,ES53 - Illes Balears,2010,RCI 2010 z-scores,-0.61,0.016353068226514,-0.098542901,0.088197805
Spain,ES61,,other,ES61 - Andalucía,2019,RCI 2019 z-scores,-0.88,-0.075985559366056,-0.151460397,-0.188562893
Spain,ES61,,other,ES61 - Andalucía,2016,RCI 2016 z-scores,-0.8,-0.075985559366056,-0.151460397,-0.188562893
Spain,ES61,,other,ES61 - Andalucía,2013,RCI 2013 z-scores,-0.65,-0.075985559366056,-0.151460397,-0.188562893
Spain,ES61,,other,ES61 - Andalucía,2010,RCI 2010 z-scores,-0.46,-0.075985559366056,-0.151460397,-0.188562893
Spain,ES62,,other,ES62 - Región de Murcia,2019,RCI 2019 z-scores,-0.77,-0.092208306706576,-0.220711374,0.037634436
Spain,ES62,,other,ES62 - Región de Murcia,2016,RCI 2016 z-scores,-0.68,-0.092208306706576,-0.220711374,0.037634436
Spain,ES62,,other,ES62 - Región de Murcia,2013,RCI 2013 z-scores,-0.46,-0.092208306706576,-0.220711374,0.037634436
Spain,ES62,,other,ES62 - Región de Murcia,2010,RCI 2010 z-scores,-0.49,-0.092208306706576,-0.220711374,0.037634436
Spain,ES63,,other,ES63 - Ciudad Autónoma de Ceuta,2019,RCI 2019 z-scores,-1.13,-0.02323048349879,-0.01326508,0.385663467
Spain,ES63,,other,ES63 - Ciudad Autónoma de Ceuta,2016,RCI 2016 z-scores,-1.11,-0.02323048349879,-0.01326508,0.385663467
Spain,ES63,,other,ES63 - Ciudad Autónoma de Ceuta,2013,RCI 2013 z-scores,-1.1,-0.02323048349879,-0.01326508,0.385663467
Spain,ES63,,other,ES63 - Ciudad Autónoma de Ceuta,2010,RCI 2010 z-scores,-1.48,-0.02323048349879,-0.01326508,0.385663467
Spain,ES64,,other,ES64 - Ciudad Autónoma de Melilla,2019,RCI 2019 z-scores,-1.43,-0.35533383689246,-0.140551299,0.667357571
Spain,ES64,,other,ES64 - Ciudad Autónoma de Melilla,2016,RCI 2016 z-scores,-1.07,-0.35533383689246,-0.140551299,0.667357571
Spain,ES64,,other,ES64 - Ciudad Autónoma de Melilla,2013,RCI 2013 z-scores,-0.93,-0.35533383689246,-0.140551299,0.667357571
Spain,ES64,,other,ES64 - Ciudad Autónoma de Melilla,2010,RCI 2010 z-scores,-1.6,-0.35533383689246,-0.140551299,0.667357571
Spain,ES70,,other,ES70 - Canarias,2019,RCI 2019 z-scores,-0.88,-0.123299462004696,-0.143208355,0.123486434
Spain,ES70,,other,ES70 - Canarias,2016,RCI 2016 z-scores,-0.76,-0.123299462004696,-0.143208355,0.123486434
Spain,ES70,,other,ES70 - Canarias,2013,RCI 2013 z-scores,-0.62,-0.123299462004696,-0.143208355,0.123486434
Spain,ES70,,other,ES70 - Canarias,2010,RCI 2010 z-scores,-0.74,-0.123299462004696,-0.143208355,0.123486434
Finland,FI,,other,FI - Finland,2019,RCI 2019 z-scores,0.35,-0.159237867965348,-0.063411998,-0.145289691
Finland,FI,,other,FI - Finland,2016,RCI 2016 z-scores,0.51,-0.159237867965348,-0.063411998,-0.145289691
Finland,FI,,other,FI - Finland,2013,RCI 2013 z-scores,0.58,-0.159237867965348,-0.063411998,-0.145289691
Finland,FI,,other,FI - Finland,2010,RCI 2010 z-scores,0.72,-0.159237867965348,-0.063411998,-0.145289691
Finland,FI19,,other,FI19 - Länsi-Suomi,2019,RCI 2019 z-scores,0.2,-0.180929597035573,-0.068303194,-0.082751048
Finland,FI19,,other,FI19 - Länsi-Suomi,2016,RCI 2016 z-scores,0.38,-0.180929597035573,-0.068303194,-0.082751048
Finland,FI19,,other,FI19 - Länsi-Suomi,2013,RCI 2013 z-scores,0.45,-0.180929597035573,-0.068303194,-0.082751048
Finland,FI19,,other,FI19 - Länsi-Suomi,2010,RCI 2010 z-scores,0.53,-0.180929597035573,-0.068303194,-0.082751048
Finland,FI1B,,capital region,FI1B - Helsinki-Uusimaa,2019,RCI 2019 z-scores,0.87,-0.022528125041193,,
Finland,FI1B,,capital region,FI1B - Helsinki-Uusimaa,2016,RCI 2016 z-scores,0.9,-0.022528125041193,,
Finland,FI1B,,capital region,FI1B - Helsinki-Uusimaa,2013,RCI 2013 z-scores,,-0.022528125041193,,
Finland,FI1B,,capital region,FI1B - Helsinki-Uusimaa,2010,RCI 2010 z-scores,,-0.022528125041193,,
Finland,FI1C,,other,FI1C - Etelä-Suomi,2019,RCI 2019 z-scores,0.3,-0.11766998521903,,
Finland,FI1C,,other,FI1C - Etelä-Suomi,2016,RCI 2016 z-scores,0.42,-0.11766998521903,,
Finland,FI1C,,other,FI1C - Etelä-Suomi,2013,RCI 2013 z-scores,,-0.11766998521903,,
Finland,FI1C,,other,FI1C - Etelä-Suomi,2010,RCI 2010 z-scores,,-0.11766998521903,,
Finland,FI1D,,other,FI1D - Pohjois- ja Itä-Suomi,2019,RCI 2019 z-scores,-0.07,-0.349439602573652,-0.002124752,-0.034152946
Finland,FI1D,,other,FI1D - Pohjois- ja Itä-Suomi,2016,RCI 2016 z-scores,0.28,-0.349439602573652,-0.002124752,-0.034152946
Finland,FI1D,,other,FI1D - Pohjois- ja Itä-Suomi,2013,RCI 2013 z-scores,0.28,-0.349439602573652,-0.002124752,-0.034152946
Finland,FI1D,,other,FI1D - Pohjois- ja Itä-Suomi,2010,RCI 2010 z-scores,0.31,-0.349439602573652,-0.002124752,-0.034152946
Finland,FI20,,other,FI20 - Åland,2019,RCI 2019 z-scores,-0.06,-0.488715228353726,0.133103042,0.258855039
Finland,FI20,,other,FI20 - Åland,2016,RCI 2016 z-scores,0.42,-0.488715228353726,0.133103042,0.258855039
Finland,FI20,,other,FI20 - Åland,2013,RCI 2013 z-scores,0.29,-0.488715228353726,0.133103042,0.258855039
Finland,FI20,,other,FI20 - Åland,2010,RCI 2010 z-scores,0.03,-0.488715228353726,0.133103042,0.258855039
France,FR,,other,FR - France,2019,RCI 2019 z-scores,0.19,-0.05190259126923,0.092988261,-0.015668818
France,FR,,other,FR - France,2016,RCI 2016 z-scores,0.25,-0.05190259126923,0.092988261,-0.015668818
France,FR,,other,FR - France,2013,RCI 2013 z-scores,0.15,-0.05190259126923,0.092988261,-0.015668818
France,FR,,other,FR - France,2010,RCI 2010 z-scores,0.17,-0.05190259126923,0.092988261,-0.015668818
France,FR10,,capital region,FR10 - Île de France,2019,RCI 2019 z-scores,0.84,-0.107574462184937,-0.099630818,0.032946731
France,FR10,,capital region,FR10 - Île de France,2016,RCI 2016 z-scores,0.95,-0.107574462184937,-0.099630818,0.032946731
France,FR10,,capital region,FR10 - Île de France,2013,RCI 2013 z-scores,1.05,-0.107574462184937,-0.099630818,0.032946731
France,FR10,,capital region,FR10 - Île de France,2010,RCI 2010 z-scores,1.02,-0.107574462184937,-0.099630818,0.032946731
France,FRB0,,other,FRB0 - Centre - Val de Loire,2019,RCI 2019 z-scores,0.1,-0.053417409620559,0.189759992,-0.018191153
France,FRB0,,other,FRB0 - Centre - Val de Loire,2016,RCI 2016 z-scores,0.15,-0.053417409620559,0.189759992,-0.018191153
France,FRB0,,other,FRB0 - Centre - Val de Loire,2013,RCI 2013 z-scores,-0.04,-0.053417409620559,0.189759992,-0.018191153
France,FRB0,,other,FRB0 - Centre - Val de Loire,2010,RCI 2010 z-scores,-0.02,-0.053417409620559,0.189759992,-0.018191153
France,FRC1,,other,FRC1 - Bourgogne,2019,RCI 2019 z-scores,-0.06,-0.070877692560505,0.274261827,-0.107945309
France,FRC1,,other,FRC1 - Bourgogne,2016,RCI 2016 z-scores,0.01,-0.070877692560505,0.274261827,-0.107945309
France,FRC1,,other,FRC1 - Bourgogne,2013,RCI 2013 z-scores,-0.27,-0.070877692560505,0.274261827,-0.107945309
France,FRC1,,other,FRC1 - Bourgogne,2010,RCI 2010 z-scores,-0.16,-0.070877692560505,0.274261827,-0.107945309
France,FRC2,,other,FRC2 - Franche-Comté,2019,RCI 2019 z-scores,-0.02,-0.086509768141226,0.130870272,0.109277855
France,FRC2,,other,FRC2 - Franche-Comté,2016,RCI 2016 z-scores,0.06,-0.086509768141226,0.130870272,0.109277855
France,FRC2,,other,FRC2 - Franche-Comté,2013,RCI 2013 z-scores,-0.07,-0.086509768141226,0.130870272,0.109277855
France,FRC2,,other,FRC2 - Franche-Comté,2010,RCI 2010 z-scores,-0.18,-0.086509768141226,0.130870272,0.109277855
France,FRD1,,other,FRD1 - Basse-Normandie,2019,RCI 2019 z-scores,-0.1,-0.087383773282536,0.176426153,0.004158703
France,FRD1,,other,FRD1 - Basse-Normandie,2016,RCI 2016 z-scores,-0.02,-0.087383773282536,0.176426153,0.004158703
France,FRD1,,other,FRD1 - Basse-Normandie,2013,RCI 2013 z-scores,-0.19,-0.087383773282536,0.176426153,0.004158703
France,FRD1,,other,FRD1 - Basse-Normandie,2010,RCI 2010 z-scores,-0.2,-0.087383773282536,0.176426153,0.004158703
France,FRD2,,other,FRD2 - Haute-Normandie,2019,RCI 2019 z-scores,0.06,0.020916013607159,0.02960103,0.065749051
France,FRD2,,other,FRD2 - Haute-Normandie,2016,RCI 2016 z-scores,0.04,0.020916013607159,0.02960103,0.065749051
France,FRD2,,other,FRD2 - Haute-Normandie,2013,RCI 2013 z-scores,0.01,0.020916013607159,0.02960103,0.065749051
France,FRD2,,other,FRD2 - Haute-Normandie,2010,RCI 2010 z-scores,-0.06,0.020916013607159,0.02960103,0.065749051
France,FRE1,,other,FRE1 - Nord-Pas de Calais,2019,RCI 2019 z-scores,0,0.006191666993944,-0.033950733,0.015544453
France,FRE1,,other,FRE1 - Nord-Pas de Calais,2016,RCI 2016 z-scores,-0.01,0.006191666993944,-0.033950733,0.015544453
France,FRE1,,other,FRE1 - Nord-Pas de Calais,2013,RCI 2013 z-scores,0.02,0.006191666993944,-0.033950733,0.015544453
France,FRE1,,other,FRE1 - Nord-Pas de Calais,2010,RCI 2010 z-scores,0.01,0.006191666993944,-0.033950733,0.015544453
France,FRE2,,other,FRE2 - Picardie,2019,RCI 2019 z-scores,-0.02,0.022907130105188,-0.084345934,0.080082756
France,FRE2,,other,FRE2 - Picardie,2016,RCI 2016 z-scores,-0.04,0.022907130105188,-0.084345934,0.080082756
France,FRE2,,other,FRE2 - Picardie,2013,RCI 2013 z-scores,0.05,0.022907130105188,-0.084345934,0.080082756
France,FRE2,,other,FRE2 - Picardie,2010,RCI 2010 z-scores,-0.04,0.022907130105188,-0.084345934,0.080082756
France,FRF1,,other,FRF1 - Alsace,2019,RCI 2019 z-scores,0.25,0.020106129840892,-0.041209817,0.093471658
France,FRF1,,other,FRF1 - Alsace,2016,RCI 2016 z-scores,0.23,0.020106129840892,-0.041209817,0.093471658
France,FRF1,,other,FRF1 - Alsace,2013,RCI 2013 z-scores,0.27,0.020106129840892,-0.041209817,0.093471658
France,FRF1,,other,FRF1 - Alsace,2010,RCI 2010 z-scores,0.18,0.020106129840892,-0.041209817,0.093471658
France,FRF2,,other,FRF2 - Champagne-Ardenne,2019,RCI 2019 z-scores,-0.21,-0.165076739504141,0.159301135,-0.030444019
France,FRF2,,other,FRF2 - Champagne-Ardenne,2016,RCI 2016 z-scores,-0.05,-0.165076739504141,0.159301135,-0.030444019
France,FRF2,,other,FRF2 - Champagne-Ardenne,2013,RCI 2013 z-scores,-0.21,-0.165076739504141,0.159301135,-0.030444019
France,FRF2,,other,FRF2 - Champagne-Ardenne,2010,RCI 2010 z-scores,-0.18,-0.165076739504141,0.159301135,-0.030444019
France,FRF3,,other,FRF3 - Lorraine,2019,RCI 2019 z-scores,0.02,-0.032919751289194,0.107502217,-0.023801998
France,FRF3,,other,FRF3 - Lorraine,2016,RCI 2016 z-scores,0.06,-0.032919751289194,0.107502217,-0.023801998
France,FRF3,,other,FRF3 - Lorraine,2013,RCI 2013 z-scores,-0.05,-0.032919751289194,0.107502217,-0.023801998
France,FRF3,,other,FRF3 - Lorraine,2010,RCI 2010 z-scores,-0.03,-0.032919751289194,0.107502217,-0.023801998
France,FRG0,,other,FRG0 - Pays de la Loire,2019,RCI 2019 z-scores,0.17,0.017349470896639,0.185367889,-0.064427769
France,FRG0,,other,FRG0 - Pays de la Loire,2016,RCI 2016 z-scores,0.16,0.017349470896639,0.185367889,-0.064427769
France,FRG0,,other,FRG0 - Pays de la Loire,2013,RCI 2013 z-scores,-0.03,0.017349470896639,0.185367889,-0.064427769
France,FRG0,,other,FRG0 - Pays de la Loire,2010,RCI 2010 z-scores,0.03,0.017349470896639,0.185367889,-0.064427769
France,FRH0,,other,FRH0 - Bretagne,2019,RCI 2019 z-scores,0.11,-0.121828446168467,0.167477163,-0.048718388
France,FRH0,,other,FRH0 - Bretagne,2016,RCI 2016 z-scores,0.23,-0.121828446168467,0.167477163,-0.048718388
France,FRH0,,other,FRH0 - Bretagne,2013,RCI 2013 z-scores,0.06,-0.121828446168467,0.167477163,-0.048718388
France,FRH0,,other,FRH0 - Bretagne,2010,RCI 2010 z-scores,0.11,-0.121828446168467,0.167477163,-0.048718388
France,FRI1,,other,FRI1 - Aquitaine,2019,RCI 2019 z-scores,0.12,0.037440611356578,0.144541627,0.018481984
France,FRI1,,other,FRI1 - Aquitaine,2016,RCI 2016 z-scores,0.08,0.037440611356578,0.144541627,0.018481984
France,FRI1,,other,FRI1 - Aquitaine,2013,RCI 2013 z-scores,-0.06,0.037440611356578,0.144541627,0.018481984
France,FRI1,,other,FRI1 - Aquitaine,2010,RCI 2010 z-scores,-0.08,0.037440611356578,0.144541627,0.018481984
France,FRI2,,other,FRI2 - Limousin,2019,RCI 2019 z-scores,-0.09,-0.037083859041964,0.127257353,0.108085905
France,FRI2,,other,FRI2 - Limousin,2016,RCI 2016 z-scores,-0.06,-0.037083859041964,0.127257353,0.108085905
France,FRI2,,other,FRI2 - Limousin,2013,RCI 2013 z-scores,-0.18,-0.037083859041964,0.127257353,0.108085905
France,FRI2,,other,FRI2 - Limousin,2010,RCI 2010 z-scores,-0.29,-0.037083859041964,0.127257353,0.108085905
France,FRI3,,other,FRI3 - Poitou-Charentes,2019,RCI 2019 z-scores,-0.12,-0.018523615986098,0.095759305,-0.017205982
France,FRI3,,other,FRI3 - Poitou-Charentes,2016,RCI 2016 z-scores,-0.1,-0.018523615986098,0.095759305,-0.017205982
France,FRI3,,other,FRI3 - Poitou-Charentes,2013,RCI 2013 z-scores,-0.19,-0.018523615986098,0.095759305,-0.017205982
France,FRI3,,other,FRI3 - Poitou-Charentes,2010,RCI 2010 z-scores,-0.18,-0.018523615986098,0.095759305,-0.017205982
France,FRJ1,,other,FRJ1 - Languedoc-Roussillon,2019,RCI 2019 z-scores,-0.09,-0.06525543623415,0.171800453,-0.084689571
France,FRJ1,,other,FRJ1 - Languedoc-Roussillon,2016,RCI 2016 z-scores,-0.03,-0.06525543623415,0.171800453,-0.084689571
France,FRJ1,,other,FRJ1 - Languedoc-Roussillon,2013,RCI 2013 z-scores,-0.2,-0.06525543623415,0.171800453,-0.084689571
France,FRJ1,,other,FRJ1 - Languedoc-Roussillon,2010,RCI 2010 z-scores,-0.11,-0.06525543623415,0.171800453,-0.084689571
France,FRJ2,,other,FRJ2 - Midi-Pyrénées,2019,RCI 2019 z-scores,0.22,-0.095013816399112,0.223954966,-0.001679025
France,FRJ2,,other,FRJ2 - Midi-Pyrénées,2016,RCI 2016 z-scores,0.32,-0.095013816399112,0.223954966,-0.001679025
France,FRJ2,,other,FRJ2 - Midi-Pyrénées,2013,RCI 2013 z-scores,0.09,-0.095013816399112,0.223954966,-0.001679025
France,FRJ2,,other,FRJ2 - Midi-Pyrénées,2010,RCI 2010 z-scores,0.1,-0.095013816399112,0.223954966,-0.001679025
France,FRK1,,other,FRK1 - Auvergne,2019,RCI 2019 z-scores,0,-0.059419224605203,0.275522902,-0.069561331
France,FRK1,,other,FRK1 - Auvergne,2016,RCI 2016 z-scores,0.06,-0.059419224605203,0.275522902,-0.069561331
France,FRK1,,other,FRK1 - Auvergne,2013,RCI 2013 z-scores,-0.22,-0.059419224605203,0.275522902,-0.069561331
France,FRK1,,other,FRK1 - Auvergne,2010,RCI 2010 z-scores,-0.15,-0.059419224605203,0.275522902,-0.069561331
France,FRK2,,other,FRK2 - Rhône-Alpes,2019,RCI 2019 z-scores,0.37,-0.018174042596005,0.20980342,-0.182670497
France,FRK2,,other,FRK2 - Rhône-Alpes,2016,RCI 2016 z-scores,0.39,-0.018174042596005,0.20980342,-0.182670497
France,FRK2,,other,FRK2 - Rhône-Alpes,2013,RCI 2013 z-scores,0.18,-0.018174042596005,0.20980342,-0.182670497
France,FRK2,,other,FRK2 - Rhône-Alpes,2010,RCI 2010 z-scores,0.36,-0.018174042596005,0.20980342,-0.182670497
France,FRL0,,other,FRL0 - Provence-Alpes-Côte d’Azur,2019,RCI 2019 z-scores,0.12,-0.028210970201055,0.111594299,-0.114209641
France,FRL0,,other,FRL0 - Provence-Alpes-Côte d’Azur,2016,RCI 2016 z-scores,0.15,-0.028210970201055,0.111594299,-0.114209641
France,FRL0,,other,FRL0 - Provence-Alpes-Côte d’Azur,2013,RCI 2013 z-scores,0.04,-0.028210970201055,0.111594299,-0.114209641
France,FRL0,,other,FRL0 - Provence-Alpes-Côte d’Azur,2010,RCI 2010 z-scores,0.15,-0.028210970201055,0.111594299,-0.114209641
France,FRM0,,other,FRM0 - Corse,2019,RCI 2019 z-scores,-0.44,0.038767080859191,0.099476511,0.267137209
France,FRM0,,other,FRM0 - Corse,2016,RCI 2016 z-scores,-0.48,0.038767080859191,0.099476511,0.267137209
France,FRM0,,other,FRM0 - Corse,2013,RCI 2013 z-scores,-0.58,0.038767080859191,0.099476511,0.267137209
France,FRM0,,other,FRM0 - Corse,2010,RCI 2010 z-scores,-0.85,0.038767080859191,0.099476511,0.267137209
France,FRY1,,other,FRY1 - Guadeloupe,2019,RCI 2019 z-scores,-0.84,-0.069044380626328,0.026624489,0.422130088
France,FRY1,,other,FRY1 - Guadeloupe,2016,RCI 2016 z-scores,-0.77,-0.069044380626328,0.026624489,0.422130088
France,FRY1,,other,FRY1 - Guadeloupe,2013,RCI 2013 z-scores,-0.8,-0.069044380626328,0.026624489,0.422130088
France,FRY1,,other,FRY1 - Guadeloupe,2010,RCI 2010 z-scores,-1.22,-0.069044380626328,0.026624489,0.422130088
France,FRY2,,other,FRY2 - Martinique,2019,RCI 2019 z-scores,-0.59,-0.1725962010879,0.242601332,0.385406107
France,FRY2,,other,FRY2 - Martinique,2016,RCI 2016 z-scores,-0.42,-0.1725962010879,0.242601332,0.385406107
France,FRY2,,other,FRY2 - Martinique,2013,RCI 2013 z-scores,-0.66,-0.1725962010879,0.242601332,0.385406107
France,FRY2,,other,FRY2 - Martinique,2010,RCI 2010 z-scores,-1.05,-0.1725962010879,0.242601332,0.385406107
France,FRY3,,other,FRY3 - Guyane,2019,RCI 2019 z-scores,-1.45,0.04110262881112,-0.39376335,0.648355508
France,FRY3,,other,FRY3 - Guyane,2016,RCI 2016 z-scores,-1.5,0.04110262881112,-0.39376335,0.648355508
France,FRY3,,other,FRY3 - Guyane,2013,RCI 2013 z-scores,-1.1,0.04110262881112,-0.39376335,0.648355508
France,FRY3,,other,FRY3 - Guyane,2010,RCI 2010 z-scores,-1.75,0.04110262881112,-0.39376335,0.648355508
France,FRY4,,other,FRY4 - La Réunion,2019,RCI 2019 z-scores,-0.72,0.055990748610716,0.38461893,0.011208978
France,FRY4,,other,FRY4 - La Réunion,2016,RCI 2016 z-scores,-0.78,0.055990748610716,0.38461893,0.011208978
France,FRY4,,other,FRY4 - La Réunion,2013,RCI 2013 z-scores,-1.16,0.055990748610716,0.38461893,0.011208978
France,FRY4,,other,FRY4 - La Réunion,2010,RCI 2010 z-scores,-1.17,0.055990748610716,0.38461893,0.011208978
France,FRY5,not enough data,other,FRY5 - Mayotte,2019,RCI 2019 z-scores,-1.45,0,,
Croatia,HR,,other,HR - Croatia,2019,RCI 2019 z-scores,-0.74,0.065692833264628,-0.031384501,
Croatia,HR,,other,HR - Croatia,2016,RCI 2016 z-scores,-0.8,0.065692833264628,-0.031384501,
Croatia,HR,,other,HR - Croatia,2013,RCI 2013 z-scores,-0.77,0.065692833264628,-0.031384501,
Croatia,HR03,,other,HR03 - Jadranska Hrvatska,2019,RCI 2019 z-scores,-0.79,0.01905868671871,0.023158701,
Croatia,HR03,,other,HR03 - Jadranska Hrvatska,2016,RCI 2016 z-scores,-0.81,0.01905868671871,0.023158701,
Croatia,HR03,,other,HR03 - Jadranska Hrvatska,2013,RCI 2013 z-scores,-0.83,0.01905868671871,0.023158701,
Croatia,HR04,,capital region,HR04 - Kontinentalna Hrvatska,2019,RCI 2019 z-scores,-0.71,0.08898249158808,-0.058389045,
Croatia,HR04,,capital region,HR04 - Kontinentalna Hrvatska,2016,RCI 2016 z-scores,-0.8,0.08898249158808,-0.058389045,
Croatia,HR04,,capital region,HR04 - Kontinentalna Hrvatska,2013,RCI 2013 z-scores,-0.74,0.08898249158808,-0.058389045,
Hungary,HU,,other,HU - Hungary,2019,RCI 2019 z-scores,-0.54,0.098403285182453,-0.071286752,0.047396632
Hungary,HU,,other,HU - Hungary,2016,RCI 2016 z-scores,-0.64,0.098403285182453,-0.071286752,0.047396632
Hungary,HU,,other,HU - Hungary,2013,RCI 2013 z-scores,-0.56,0.098403285182453,-0.071286752,0.047396632
Hungary,HU,,other,HU - Hungary,2010,RCI 2010 z-scores,-0.61,0.098403285182453,-0.071286752,0.047396632
Hungary,HU10,,capital region,HU10 - Közép-Magyarország,2019,RCI 2019 z-scores,-0.02,0.148119818910665,-0.017609469,-0.091395429
Hungary,HU10,,capital region,HU10 - Közép-Magyarország,2016,RCI 2016 z-scores,-0.17,0.148119818910665,-0.017609469,-0.091395429
Hungary,HU10,,capital region,HU10 - Közép-Magyarország,2013,RCI 2013 z-scores,-0.15,0.148119818910665,-0.017609469,-0.091395429
Hungary,HU10,,capital region,HU10 - Közép-Magyarország,2010,RCI 2010 z-scores,-0.06,0.148119818910665,-0.017609469,-0.091395429
Hungary,HU21,,other,HU21 - Közép-Dunántúl,2019,RCI 2019 z-scores,-0.52,0.142387269413779,-0.089452481,0.059132861
Hungary,HU21,,other,HU21 - Közép-Dunántúl,2016,RCI 2016 z-scores,-0.66,0.142387269413779,-0.089452481,0.059132861
Hungary,HU21,,other,HU21 - Közép-Dunántúl,2013,RCI 2013 z-scores,-0.57,0.142387269413779,-0.089452481,0.059132861
Hungary,HU21,,other,HU21 - Közép-Dunántúl,2010,RCI 2010 z-scores,-0.63,0.142387269413779,-0.089452481,0.059132861
Hungary,HU22,,other,HU22 - Nyugat-Dunántúl,2019,RCI 2019 z-scores,-0.52,0.146528420644806,-0.129340396,0.120040048
Hungary,HU22,,other,HU22 - Nyugat-Dunántúl,2016,RCI 2016 z-scores,-0.67,0.146528420644806,-0.129340396,0.120040048
Hungary,HU22,,other,HU22 - Nyugat-Dunántúl,2013,RCI 2013 z-scores,-0.54,0.146528420644806,-0.129340396,0.120040048
Hungary,HU22,,other,HU22 - Nyugat-Dunántúl,2010,RCI 2010 z-scores,-0.66,0.146528420644806,-0.129340396,0.120040048
Hungary,HU23,,other,HU23 - Dél-Dunántúl,2019,RCI 2019 z-scores,-0.89,-0.016271741030847,-0.090292616,0.138203894
Hungary,HU23,,other,HU23 - Dél-Dunántúl,2016,RCI 2016 z-scores,-0.88,-0.016271741030847,-0.090292616,0.138203894
Hungary,HU23,,other,HU23 - Dél-Dunántúl,2013,RCI 2013 z-scores,-0.79,-0.016271741030847,-0.090292616,0.138203894
Hungary,HU23,,other,HU23 - Dél-Dunántúl,2010,RCI 2010 z-scores,-0.92,-0.016271741030847,-0.090292616,0.138203894
Hungary,HU31,,other,HU31 - Észak-Magyarország,2019,RCI 2019 z-scores,-0.88,0.073398050637367,-0.171933466,0.124777637
Hungary,HU31,,other,HU31 - Észak-Magyarország,2016,RCI 2016 z-scores,-0.95,0.073398050637367,-0.171933466,0.124777637
Hungary,HU31,,other,HU31 - Észak-Magyarország,2013,RCI 2013 z-scores,-0.78,0.073398050637367,-0.171933466,0.124777637
Hungary,HU31,,other,HU31 - Észak-Magyarország,2010,RCI 2010 z-scores,-0.9,0.073398050637367,-0.171933466,0.124777637
Hungary,HU32,,other,HU32 - Észak-Alföld,2019,RCI 2019 z-scores,-0.92,0.037469577650777,-0.083502818,0.060145349
Hungary,HU32,,other,HU32 - Észak-Alföld,2016,RCI 2016 z-scores,-0.96,0.037469577650777,-0.083502818,0.060145349
Hungary,HU32,,other,HU32 - Észak-Alföld,2013,RCI 2013 z-scores,-0.88,0.037469577650777,-0.083502818,0.060145349
Hungary,HU32,,other,HU32 - Észak-Alföld,2010,RCI 2010 z-scores,-0.94,0.037469577650777,-0.083502818,0.060145349
Hungary,HU33,,other,HU33 - Dél-Alföld,2019,RCI 2019 z-scores,-0.79,0.051833061285682,-0.049913163,0.086698641
Hungary,HU33,,other,HU33 - Dél-Alföld,2016,RCI 2016 z-scores,-0.84,0.051833061285682,-0.049913163,0.086698641
Hungary,HU33,,other,HU33 - Dél-Alföld,2013,RCI 2013 z-scores,-0.79,0.051833061285682,-0.049913163,0.086698641
Hungary,HU33,,other,HU33 - Dél-Alföld,2010,RCI 2010 z-scores,-0.87,0.051833061285682,-0.049913163,0.086698641
Ireland,IE,,other,IE - Ireland,2019,RCI 2019 z-scores,0.21,0.105277106748783,0.131098273,-0.405911586
Ireland,IE,,other,IE - Ireland,2016,RCI 2016 z-scores,0.11,0.105277106748783,0.131098273,-0.405911586
Ireland,IE,,other,IE - Ireland,2013,RCI 2013 z-scores,-0.02,0.105277106748783,0.131098273,-0.405911586
Ireland,IE,,other,IE - Ireland,2010,RCI 2010 z-scores,0.38,0.105277106748783,0.131098273,-0.405911586
Ireland,IE04,,other,IE04 - Northern and Western,2019,RCI 2019 z-scores,-0.19,,,
Ireland,IE05,,other,IE05 - Southern,2019,RCI 2019 z-scores,0.15,,,
Ireland,IE06,,capital region,IE06 - Eastern and Midland,2019,RCI 2019 z-scores,0.41,,,
Italy,IT,,other,IT - Italy,2019,RCI 2019 z-scores,-0.48,0.004690017566087,-0.091076478,-0.138156878
Italy,IT,,other,IT - Italy,2016,RCI 2016 z-scores,-0.48,0.004690017566087,-0.091076478,-0.138156878
