Country,NUTS CODE 2016,merged regions_code,capital region,NUTS NAME,Year,Year z-score,value,2019 vs 2016,2016 vs 2013,2013 vs 2010
Germany,DE80,,other,DE80 - Mecklenburg-Vorpommern,2019,RCI 2019 z-scores,0.17,0.100607358381243,-0.027750234,0.089059712
Germany,DE80,,other,DE80 - Mecklenburg-Vorpommern,2016,RCI 2016 z-scores,0.06,0.100607358381243,-0.027750234,0.089059712
Germany,DE80,,other,DE80 - Mecklenburg-Vorpommern,2013,RCI 2013 z-scores,0.09,0.100607358381243,-0.027750234,0.089059712
Germany,DE80,,other,DE80 - Mecklenburg-Vorpommern,2010,RCI 2010 z-scores,0,0.100607358381243,-0.027750234,0.089059712
Germany,DE91,,other,DE91 - Braunschweig,2019,RCI 2019 z-scores,0.5,0.020394686378329,0.002466538,0.24561406
Germany,DE91,,other,DE91 - Braunschweig,2016,RCI 2016 z-scores,0.48,0.020394686378329,0.002466538,0.24561406
Germany,DE91,,other,DE91 - Braunschweig,2013,RCI 2013 z-scores,0.48,0.020394686378329,0.002466538,0.24561406
Germany,DE91,,other,DE91 - Braunschweig,2010,RCI 2010 z-scores,0.23,0.020394686378329,0.002466538,0.24561406
Germany,DE92,,other,DE92 - Hannover,2019,RCI 2019 z-scores,0.46,-0.002894809745617,-0.062248679,0.19113472
Germany,DE92,,other,DE92 - Hannover,2016,RCI 2016 z-scores,0.46,-0.002894809745617,-0.062248679,0.19113472
Germany,DE92,,other,DE92 - Hannover,2013,RCI 2013 z-scores,0.52,-0.002894809745617,-0.062248679,0.19113472
Germany,DE92,,other,DE92 - Hannover,2010,RCI 2010 z-scores,0.33,-0.002894809745617,-0.062248679,0.19113472
Germany,DE93,,other,DE93 - Lüneburg,2019,RCI 2019 z-scores,0.37,0.035394313552162,-0.002340242,0.239623831
Germany,DE93,,other,DE93 - Lüneburg,2016,RCI 2016 z-scores,0.33,0.035394313552162,-0.002340242,0.239623831
Germany,DE93,,other,DE93 - Lüneburg,2013,RCI 2013 z-scores,0.34,0.035394313552162,-0.002340242,0.239623831
Germany,DE93,,other,DE93 - Lüneburg,2010,RCI 2010 z-scores,0.1,0.035394313552162,-0.002340242,0.239623831
Germany,DE94,,other,DE94 - Weser-Ems,2019,RCI 2019 z-scores,0.26,0.024409342790677,-0.031691422,0.16929824
Germany,DE94,,other,DE94 - Weser-Ems,2016,RCI 2016 z-scores,0.23,0.024409342790677,-0.031691422,0.16929824
Germany,DE94,,other,DE94 - Weser-Ems,2013,RCI 2013 z-scores,0.27,0.024409342790677,-0.031691422,0.16929824
Germany,DE94,,other,DE94 - Weser-Ems,2010,RCI 2010 z-scores,0.1,0.024409342790677,-0.031691422,0.16929824
Germany,DEA1,,other,DEA1 - Düsseldorf,2019,RCI 2019 z-scores,0.55,-0.078351193812258,-0.144062015,0.185202676
Germany,DEA1,,other,DEA1 - Düsseldorf,2016,RCI 2016 z-scores,0.63,-0.078351193812258,-0.144062015,0.185202676
Germany,DEA1,,other,DEA1 - Düsseldorf,2013,RCI 2013 z-scores,0.77,-0.078351193812258,-0.144062015,0.185202676
Germany,DEA1,,other,DEA1 - Düsseldorf,2010,RCI 2010 z-scores,0.59,-0.078351193812258,-0.144062015,0.185202676
Germany,DEA2,,other,DEA2 - Köln,2019,RCI 2019 z-scores,0.72,0.002386746665239,-0.140023609,0.230412327
Germany,DEA2,,other,DEA2 - Köln,2016,RCI 2016 z-scores,0.72,0.002386746665239,-0.140023609,0.230412327
Germany,DEA2,,other,DEA2 - Köln,2013,RCI 2013 z-scores,0.86,0.002386746665239,-0.140023609,0.230412327
Germany,DEA2,,other,DEA2 - Köln,2010,RCI 2010 z-scores,0.63,0.002386746665239,-0.140023609,0.230412327
Germany,DEA3,,other,DEA3 - Münster,2019,RCI 2019 z-scores,0.5,0.030329114840132,-0.105522701,0.212369296
Germany,DEA3,,other,DEA3 - Münster,2016,RCI 2016 z-scores,0.47,0.030329114840132,-0.105522701,0.212369296
Germany,DEA3,,other,DEA3 - Münster,2013,RCI 2013 z-scores,0.58,0.030329114840132,-0.105522701,0.212369296
Germany,DEA3,,other,DEA3 - Münster,2010,RCI 2010 z-scores,0.37,0.030329114840132,-0.105522701,0.212369296
Germany,DEA4,,other,DEA4 - Detmold,2019,RCI 2019 z-scores,0.39,0.014709890914556,-0.097124181,0.209722144
Germany,DEA4,,other,DEA4 - Detmold,2016,RCI 2016 z-scores,0.38,0.014709890914556,-0.097124181,0.209722144
Germany,DEA4,,other,DEA4 - Detmold,2013,RCI 2013 z-scores,0.48,0.014709890914556,-0.097124181,0.209722144
Germany,DEA4,,other,DEA4 - Detmold,2010,RCI 2010 z-scores,0.27,0.014709890914556,-0.097124181,0.209722144
Germany,DEA5,,other,DEA5 - Arnsberg,2019,RCI 2019 z-scores,0.45,0.025791654096635,-0.106662206,0.224142267
Germany,DEA5,,other,DEA5 - Arnsberg,2016,RCI 2016 z-scores,0.42,0.025791654096635,-0.106662206,0.224142267
Germany,DEA5,,other,DEA5 - Arnsberg,2013,RCI 2013 z-scores,0.53,0.025791654096635,-0.106662206,0.224142267
Germany,DEA5,,other,DEA5 - Arnsberg,2010,RCI 2010 z-scores,0.31,0.025791654096635,-0.106662206,0.224142267
Germany,DEB1,,other,DEB1 - Koblenz,2019,RCI 2019 z-scores,0.44,0.068501739317264,-0.1545307,0.360674628
Germany,DEB1,,other,DEB1 - Koblenz,2016,RCI 2016 z-scores,0.37,0.068501739317264,-0.1545307,0.360674628
Germany,DEB1,,other,DEB1 - Koblenz,2013,RCI 2013 z-scores,0.53,0.068501739317264,-0.1545307,0.360674628
Germany,DEB1,,other,DEB1 - Koblenz,2010,RCI 2010 z-scores,0.17,0.068501739317264,-0.1545307,0.360674628
Germany,DEB2,,other,DEB2 - Trier,2019,RCI 2019 z-scores,0.38,0.119766580362954,-0.189115837,0.312434788
Germany,DEB2,,other,DEB2 - Trier,2016,RCI 2016 z-scores,0.26,0.119766580362954,-0.189115837,0.312434788
Germany,DEB2,,other,DEB2 - Trier,2013,RCI 2013 z-scores,0.45,0.119766580362954,-0.189115837,0.312434788
Germany,DEB2,,other,DEB2 - Trier,2010,RCI 2010 z-scores,0.14,0.119766580362954,-0.189115837,0.312434788
Germany,DEB3,,other,DEB3 - Rheinhessen-Pfalz,2019,RCI 2019 z-scores,0.57,-0.041757086414715,-0.063459742,0.262575652
Germany,DEB3,,other,DEB3 - Rheinhessen-Pfalz,2016,RCI 2016 z-scores,0.61,-0.041757086414715,-0.063459742,0.262575652
Germany,DEB3,,other,DEB3 - Rheinhessen-Pfalz,2013,RCI 2013 z-scores,0.67,-0.041757086414715,-0.063459742,0.262575652
Germany,DEB3,,other,DEB3 - Rheinhessen-Pfalz,2010,RCI 2010 z-scores,0.41,-0.041757086414715,-0.063459742,0.262575652
Germany,DEC0,,other,DEC0 - Saarland,2019,RCI 2019 z-scores,0.32,0.028225583451217,-0.059901484,0.203006556
Germany,DEC0,,other,DEC0 - Saarland,2016,RCI 2016 z-scores,0.29,0.028225583451217,-0.059901484,0.203006556
Germany,DEC0,,other,DEC0 - Saarland,2013,RCI 2013 z-scores,0.35,0.028225583451217,-0.059901484,0.203006556
Germany,DEC0,,other,DEC0 - Saarland,2010,RCI 2010 z-scores,0.15,0.028225583451217,-0.059901484,0.203006556
Germany,DED2,,other,DED2 - Dresden,2019,RCI 2019 z-scores,0.46,0.04840491920307,0.017646739,0.162951612
Germany,DED2,,other,DED2 - Dresden,2016,RCI 2016 z-scores,0.41,0.04840491920307,0.017646739,0.162951612
Germany,DED2,,other,DED2 - Dresden,2013,RCI 2013 z-scores,0.39,0.04840491920307,0.017646739,0.162951612
Germany,DED2,,other,DED2 - Dresden,2010,RCI 2010 z-scores,0.23,0.04840491920307,0.017646739,0.162951612
Germany,DED4,,other,DED4 - Chemnitz,2019,RCI 2019 z-scores,0.34,0.052774023213077,0.016684419,0.19479589
Germany,DED4,,other,DED4 - Chemnitz,2016,RCI 2016 z-scores,0.29,0.052774023213077,0.016684419,0.19479589
Germany,DED4,,other,DED4 - Chemnitz,2013,RCI 2013 z-scores,0.27,0.052774023213077,0.016684419,0.19479589
Germany,DED4,,other,DED4 - Chemnitz,2010,RCI 2010 z-scores,0.08,0.052774023213077,0.016684419,0.19479589
Germany,DED5,,other,DED5 - Leipzig,2019,RCI 2019 z-scores,0.5,0.106258257020351,0.00264721,0.206238426
Germany,DED5,,other,DED5 - Leipzig,2016,RCI 2016 z-scores,0.39,0.106258257020351,0.00264721,0.206238426
Germany,DED5,,other,DED5 - Leipzig,2013,RCI 2013 z-scores,0.39,0.106258257020351,0.00264721,0.206238426
Germany,DED5,,other,DED5 - Leipzig,2010,RCI 2010 z-scores,0.18,0.106258257020351,0.00264721,0.206238426
Germany,DEE0,,other,DEE0 - Sachsen-Anhalt,2019,RCI 2019 z-scores,0.22,0.059639227696867,-0.028046748,0.158931045
Germany,DEE0,,other,DEE0 - Sachsen-Anhalt,2016,RCI 2016 z-scores,0.16,0.059639227696867,-0.028046748,0.158931045
Germany,DEE0,,other,DEE0 - Sachsen-Anhalt,2013,RCI 2013 z-scores,0.19,0.059639227696867,-0.028046748,0.158931045
Germany,DEE0,,other,DEE0 - Sachsen-Anhalt,2010,RCI 2010 z-scores,0.03,0.059639227696867,-0.028046748,0.158931045
Germany,DEF0,,other,DEF0 - Schleswig-Holstein,2019,RCI 2019 z-scores,0.42,0.057644521930809,0.016716419,0.116615092
Germany,DEF0,,other,DEF0 - Schleswig-Holstein,2016,RCI 2016 z-scores,0.36,0.057644521930809,0.016716419,0.116615092
Germany,DEF0,,other,DEF0 - Schleswig-Holstein,2013,RCI 2013 z-scores,0.35,0.057644521930809,0.016716419,0.116615092
Germany,DEF0,,other,DEF0 - Schleswig-Holstein,2010,RCI 2010 z-scores,0.23,0.057644521930809,0.016716419,0.116615092
Germany,DEG0,,other,DEG0 - Thüringen,2019,RCI 2019 z-scores,0.36,0.057853457432714,-0.044988775,0.212047254
Germany,DEG0,,other,DEG0 - Thüringen,2016,RCI 2016 z-scores,0.3,0.057853457432714,-0.044988775,0.212047254
Germany,DEG0,,other,DEG0 - Thüringen,2013,RCI 2013 z-scores,0.35,0.057853457432714,-0.044988775,0.212047254
Germany,DEG0,,other,DEG0 - Thüringen,2010,RCI 2010 z-scores,0.14,0.057853457432714,-0.044988775,0.212047254
Denmark,DK,,other,DK - Denmark,2019,RCI 2019 z-scores,0.62,-0.023618481776768,0.062694927,-0.163188487
Denmark,DK,,other,DK - Denmark,2016,RCI 2016 z-scores,0.64,-0.023618481776768,0.062694927,-0.163188487
Denmark,DK,,other,DK - Denmark,2013,RCI 2013 z-scores,0.58,-0.023618481776768,0.062694927,-0.163188487
Denmark,DK,,other,DK - Denmark,2010,RCI 2010 z-scores,0.74,-0.023618481776768,0.062694927,-0.163188487
Denmark,DK01,,capital region,DK01 - Hovedstaden,2019,RCI 2019 z-scores,1.02,-0.00212161730326,-0.017569943,-0.090126823
Denmark,DK01,,capital region,DK01 - Hovedstaden,2016,RCI 2016 z-scores,1.02,-0.00212161730326,-0.017569943,-0.090126823
Denmark,DK01,,capital region,DK01 - Hovedstaden,2013,RCI 2013 z-scores,1.04,-0.00212161730326,-0.017569943,-0.090126823
Denmark,DK01,,capital region,DK01 - Hovedstaden,2010,RCI 2010 z-scores,1.13,-0.00212161730326,-0.017569943,-0.090126823
Denmark,DK02,,other,DK02 - Sjælland,2019,RCI 2019 z-scores,0.5,-0.050076083813124,0.089591097,-0.151390631
Denmark,DK02,,other,DK02 - Sjælland,2016,RCI 2016 z-scores,0.55,-0.050076083813124,0.089591097,-0.151390631
Denmark,DK02,,other,DK02 - Sjælland,2013,RCI 2013 z-scores,0.46,-0.050076083813124,0.089591097,-0.151390631
Denmark,DK02,,other,DK02 - Sjælland,2010,RCI 2010 z-scores,0.61,-0.050076083813124,0.089591097,-0.151390631
Denmark,DK03,,other,DK03 - Syddanmark,2019,RCI 2019 z-scores,0.39,-0.037513710666107,0.130893764,-0.27753564
Denmark,DK03,,other,DK03 - Syddanmark,2016,RCI 2016 z-scores,0.43,-0.037513710666107,0.130893764,-0.27753564
Denmark,DK03,,other,DK03 - Syddanmark,2013,RCI 2013 z-scores,0.29,-0.037513710666107,0.130893764,-0.27753564
Denmark,DK03,,other,DK03 - Syddanmark,2010,RCI 2010 z-scores,0.57,-0.037513710666107,0.130893764,-0.27753564
Denmark,DK04,,other,DK04 - Midtjylland,2019,RCI 2019 z-scores,0.5,-0.00058895362827,0.064942067,-0.176066986
Denmark,DK04,,other,DK04 - Midtjylland,2016,RCI 2016 z-scores,0.5,-0.00058895362827,0.064942067,-0.176066986
Denmark,DK04,,other,DK04 - Midtjylland,2013,RCI 2013 z-scores,0.44,-0.00058895362827,0.064942067,-0.176066986
Denmark,DK04,,other,DK04 - Midtjylland,2010,RCI 2010 z-scores,0.61,-0.00058895362827,0.064942067,-0.176066986
Denmark,DK05,,other,DK05 - Nordjylland,2019,RCI 2019 z-scores,0.29,-0.093641670310079,0.068011293,-0.135282899
Denmark,DK05,,other,DK05 - Nordjylland,2016,RCI 2016 z-scores,0.39,-0.093641670310079,0.068011293,-0.135282899
Denmark,DK05,,other,DK05 - Nordjylland,2013,RCI 2013 z-scores,0.32,-0.093641670310079,0.068011293,-0.135282899
Denmark,DK05,,other,DK05 - Nordjylland,2010,RCI 2010 z-scores,0.45,-0.093641670310079,0.068011293,-0.135282899
Estonia,EE00,,other,EE00 - Eesti,2019,RCI 2019 z-scores,-0.16,-0.12327669062318,0.146750462,-0.00430606
Estonia,EE00,,other,EE00 - Eesti,2016,RCI 2016 z-scores,-0.04,-0.12327669062318,0.146750462,-0.00430606
Estonia,EE00,,other,EE00 - Eesti,2013,RCI 2013 z-scores,-0.18,-0.12327669062318,0.146750462,-0.00430606
Estonia,EE00,,other,EE00 - Eesti,2010,RCI 2010 z-scores,-0.18,-0.12327669062318,0.146750462,-0.00430606
Greece,EL,,other,EL - Greece,2019,RCI 2019 z-scores,-0.97,0.07630498370478,-0.11254385,-0.194948956
Greece,EL,,other,EL - Greece,2016,RCI 2016 z-scores,-1.05,0.07630498370478,-0.11254385,-0.194948956
Greece,EL,,other,EL - Greece,2013,RCI 2013 z-scores,-0.94,0.07630498370478,-0.11254385,-0.194948956
Greece,EL,,other,EL - Greece,2010,RCI 2010 z-scores,-0.74,0.07630498370478,-0.11254385,-0.194948956
Greece,EL30,,capital region,EL30 - Attiki,2019,RCI 2019 z-scores,-0.4,0.166174782251715,-0.198474533,-0.213415864
Greece,EL30,,capital region,EL30 - Attiki,2016,RCI 2016 z-scores,-0.56,0.166174782251715,-0.198474533,-0.213415864
Greece,EL30,,capital region,EL30 - Attiki,2013,RCI 2013 z-scores,-0.37,0.166174782251715,-0.198474533,-0.213415864
Greece,EL30,,capital region,EL30 - Attiki,2010,RCI 2010 z-scores,-0.15,0.166174782251715,-0.198474533,-0.213415864
Greece,EL41,,other,EL41 - Voreio Aigaio,2019,RCI 2019 z-scores,-1.61,-0.30990720288142,-0.031968068,0.246356887
Greece,EL41,,other,EL41 - Voreio Aigaio,2016,RCI 2016 z-scores,-1.3,-0.30990720288142,-0.031968068,0.246356887
Greece,EL41,,other,EL41 - Voreio Aigaio,2013,RCI 2013 z-scores,-1.26,-0.30990720288142,-0.031968068,0.246356887
Greece,EL41,,other,EL41 - Voreio Aigaio,2010,RCI 2010 z-scores,-1.51,-0.30990720288142,-0.031968068,0.246356887
Greece,EL42,,other,EL42 - Notio Aigaio,2019,RCI 2019 z-scores,-1.39,-0.140245944551089,0.123725169,-0.000153025
Greece,EL42,,other,EL42 - Notio Aigaio,2016,RCI 2016 z-scores,-1.25,-0.140245944551089,0.123725169,-0.000153025
Greece,EL42,,other,EL42 - Notio Aigaio,2013,RCI 2013 z-scores,-1.38,-0.140245944551089,0.123725169,-0.000153025
Greece,EL42,,other,EL42 - Notio Aigaio,2010,RCI 2010 z-scores,-1.38,-0.140245944551089,0.123725169,-0.000153025
Greece,EL43,,other,EL43 - Kriti,2019,RCI 2019 z-scores,-1.26,0.05825138943716,-0.115917218,-0.066397712
Greece,EL43,,other,EL43 - Kriti,2016,RCI 2016 z-scores,-1.32,0.05825138943716,-0.115917218,-0.066397712
Greece,EL43,,other,EL43 - Kriti,2013,RCI 2013 z-scores,-1.2,0.05825138943716,-0.115917218,-0.066397712
Greece,EL43,,other,EL43 - Kriti,2010,RCI 2010 z-scores,-1.13,0.05825138943716,-0.115917218,-0.066397712
Greece,EL51,,other,"EL51 - Anatoliki Makedonia, Thraki",2019,RCI 2019 z-scores,-1.45,0.03640217924336,-0.119429241,-0.193297814
Greece,EL51,,other,"EL51 - Anatoliki Makedonia, Thraki",2016,RCI 2016 z-scores,-1.49,0.03640217924336,-0.119429241,-0.193297814
Greece,EL51,,other,"EL51 - Anatoliki Makedonia, Thraki",2013,RCI 2013 z-scores,-1.37,0.03640217924336,-0.119429241,-0.193297814
Greece,EL51,,other,"EL51 - Anatoliki Makedonia, Thraki",2010,RCI 2010 z-scores,-1.18,0.03640217924336,-0.119429241,-0.193297814
Greece,EL52,,other,EL52 - Kentriki Makedonia,2019,RCI 2019 z-scores,-1.06,0.117439515989979,-0.064833865,-0.330863771
Greece,EL52,,other,EL52 - Kentriki Makedonia,2016,RCI 2016 z-scores,-1.18,0.117439515989979,-0.064833865,-0.330863771
Greece,EL52,,other,EL52 - Kentriki Makedonia,2013,RCI 2013 z-scores,-1.11,0.117439515989979,-0.064833865,-0.330863771
Greece,EL52,,other,EL52 - Kentriki Makedonia,2010,RCI 2010 z-scores,-0.78,0.117439515989979,-0.064833865,-0.330863771
Greece,EL53,,other,EL53 - Dytiki Makedonia,2019,RCI 2019 z-scores,-1.44,-0.11695179455741,0.076124492,-0.170108229
Greece,EL53,,other,EL53 - Dytiki Makedonia,2016,RCI 2016 z-scores,-1.33,-0.11695179455741,0.076124492,-0.170108229
Greece,EL53,,other,EL53 - Dytiki Makedonia,2013,RCI 2013 z-scores,-1.4,-0.11695179455741,0.076124492,-0.170108229
Greece,EL53,,other,EL53 - Dytiki Makedonia,2010,RCI 2010 z-scores,-1.23,-0.11695179455741,0.076124492,-0.170108229
Greece,EL54,,other,EL54 - Ipeiros,2019,RCI 2019 z-scores,-1.29,-0.00554380362216,-0.024187162,0.046158533
Greece,EL54,,other,EL54 - Ipeiros,2016,RCI 2016 z-scores,-1.29,-0.00554380362216,-0.024187162,0.046158533
Greece,EL54,,other,EL54 - Ipeiros,2013,RCI 2013 z-scores,-1.26,-0.00554380362216,-0.024187162,0.046158533
Greece,EL54,,other,EL54 - Ipeiros,2010,RCI 2010 z-scores,-1.31,-0.00554380362216,-0.024187162,0.046158533
Greece,EL61,,other,EL61 - Thessalia,2019,RCI 2019 z-scores,-1.31,-0.02257397987296,-0.008813701,-0.24892405
Greece,EL61,,other,EL61 - Thessalia,2016,RCI 2016 z-scores,-1.28,-0.02257397987296,-0.008813701,-0.24892405
Greece,EL61,,other,EL61 - Thessalia,2013,RCI 2013 z-scores,-1.27,-0.02257397987296,-0.008813701,-0.24892405
Greece,EL61,,other,EL61 - Thessalia,2010,RCI 2010 z-scores,-1.03,-0.02257397987296,-0.008813701,-0.24892405
Greece,EL62,,other,EL62 - Ionia Nisia,2019,RCI 2019 z-scores,-1.33,0.0301602546387,-0.054725756,0.156475764
Greece,EL62,,other,EL62 - Ionia Nisia,2016,RCI 2016 z-scores,-1.36,0.0301602546387,-0.054725756,0.156475764
Greece,EL62,,other,EL62 - Ionia Nisia,2013,RCI 2013 z-scores,-1.31,0.0301602546387,-0.054725756,0.156475764
Greece,EL62,,other,EL62 - Ionia Nisia,2010,RCI 2010 z-scores,-1.47,0.0301602546387,-0.054725756,0.156475764
Greece,EL63,,other,EL63 - Dytiki Ellada,2019,RCI 2019 z-scores,-1.43,-0.0210437253718,-0.092778222,-0.214032775
Greece,EL63,,other,EL63 - Dytiki Ellada,2016,RCI 2016 z-scores,-1.41,-0.0210437253718,-0.092778222,-0.214032775
Greece,EL63,,other,EL63 - Dytiki Ellada,2013,RCI 2013 z-scores,-1.32,-0.0210437253718,-0.092778222,-0.214032775
Greece,EL63,,other,EL63 - Dytiki Ellada,2010,RCI 2010 z-scores,-1.1,-0.0210437253718,-0.092778222,-0.214032775
Greece,EL64,,other,EL64 - Sterea Ellada,2019,RCI 2019 z-scores,-1.32,0.12136886908257,-0.02848885,-0.302364693
Greece,EL64,,other,EL64 - Sterea Ellada,2016,RCI 2016 z-scores,-1.45,0.12136886908257,-0.02848885,-0.302364693
Greece,EL64,,other,EL64 - Sterea Ellada,2013,RCI 2013 z-scores,-1.42,0.12136886908257,-0.02848885,-0.302364693
Greece,EL64,,other,EL64 - Sterea Ellada,2010,RCI 2010 z-scores,-1.12,0.12136886908257,-0.02848885,-0.302364693
Greece,EL65,,other,EL65 - Peloponnisos,2019,RCI 2019 z-scores,-1.37,0.07427712062255,-0.106162198,-0.165143678
Greece,EL65,,other,EL65 - Peloponnisos,2016,RCI 2016 z-scores,-1.44,0.07427712062255,-0.106162198,-0.165143678
Greece,EL65,,other,EL65 - Peloponnisos,2013,RCI 2013 z-scores,-1.34,0.07427712062255,-0.106162198,-0.165143678
Greece,EL65,,other,EL65 - Peloponnisos,2010,RCI 2010 z-scores,-1.17,0.07427712062255,-0.106162198,-0.165143678
Spain,ES,,other,ES - Spain,2019,RCI 2019 z-scores,-0.43,-0.048828709133074,-0.104948075,-0.066559527
Spain,ES,,other,ES - Spain,2016,RCI 2016 z-scores,-0.39,-0.048828709133074,-0.104948075,-0.066559527
Spain,ES,,other,ES - Spain,2013,RCI 2013 z-scores,-0.28,-0.048828709133074,-0.104948075,-0.066559527
Spain,ES,,other,ES - Spain,2010,RCI 2010 z-scores,-0.21,-0.048828709133074,-0.104948075,-0.066559527
Spain,ES11,,other,ES11 - Galicia,2019,RCI 2019 z-scores,-0.53,-0.049808171344903,-0.019649315,-0.065160102
Spain,ES11,,other,ES11 - Galicia,2016,RCI 2016 z-scores,-0.48,-0.049808171344903,-0.019649315,-0.065160102
Spain,ES11,,other,ES11 - Galicia,2013,RCI 2013 z-scores,-0.46,-0.049808171344903,-0.019649315,-0.065160102
Spain,ES11,,other,ES11 - Galicia,2010,RCI 2010 z-scores,-0.39,-0.049808171344903,-0.019649315,-0.065160102
Spain,ES12,,other,ES12 - Principado de Asturias,2019,RCI 2019 z-scores,-0.45,-0.032117114783339,-0.074165609,0.142676444
Spain,ES12,,other,ES12 - Principado de Asturias,2016,RCI 2016 z-scores,-0.41,-0.032117114783339,-0.074165609,0.142676444
Spain,ES12,,other,ES12 - Principado de Asturias,2013,RCI 2013 z-scores,-0.34,-0.032117114783339,-0.074165609,0.142676444
Spain,ES12,,other,ES12 - Principado de Asturias,2010,RCI 2010 z-scores,-0.48,-0.032117114783339,-0.074165609,0.142676444
Spain,ES13,,other,ES13 - Cantabria,2019,RCI 2019 z-scores,-0.33,-0.030829143358807,-0.024444878,0.174709205
Spain,ES13,,other,ES13 - Cantabria,2016,RCI 2016 z-scores,-0.3,-0.030829143358807,-0.024444878,0.174709205
Spain,ES13,,other,ES13 - Cantabria,2013,RCI 2013 z-scores,-0.28,-0.030829143358807,-0.024444878,0.174709205
Spain,ES13,,other,ES13 - Cantabria,2010,RCI 2010 z-scores,-0.45,-0.030829143358807,-0.024444878,0.174709205
Spain,ES21,,other,ES21 - País Vasco,2019,RCI 2019 z-scores,0.1,-0.033142775440706,-0.039507198,0.069445813
Spain,ES21,,other,ES21 - País Vasco,2016,RCI 2016 z-scores,0.14,-0.033142775440706,-0.039507198,0.069445813
Spain,ES21,,other,ES21 - País Vasco,2013,RCI 2013 z-scores,0.18,-0.033142775440706,-0.039507198,0.069445813
Spain,ES21,,other,ES21 - País Vasco,2010,RCI 2010 z-scores,0.11,-0.033142775440706,-0.039507198,0.069445813
Spain,ES22,,other,ES22 - Comunidad Foral de Navarra,2019,RCI 2019 z-scores,-0.21,-0.113083647135014,-0.073126169,0.130479376
Spain,ES22,,other,ES22 - Comunidad Foral de Navarra,2016,RCI 2016 z-scores,-0.1,-0.113083647135014,-0.073126169,0.130479376
Spain,ES22,,other,ES22 - Comunidad Foral de Navarra,2013,RCI 2013 z-scores,-0.03,-0.113083647135014,-0.073126169,0.130479376
Spain,ES22,,other,ES22 - Comunidad Foral de Navarra,2010,RCI 2010 z-scores,-0.16,-0.113083647135014,-0.073126169,0.130479376
Spain,ES23,,other,ES23 - La Rioja,2019,RCI 2019 z-scores,-0.5,-0.014386254571106,-0.143467553,0.213217232
Spain,ES23,,other,ES23 - La Rioja,2016,RCI 2016 z-scores,-0.49,-0.014386254571106,-0.143467553,0.213217232
Spain,ES23,,other,ES23 - La Rioja,2013,RCI 2013 z-scores,-0.35,-0.014386254571106,-0.143467553,0.213217232
Spain,ES23,,other,ES23 - La Rioja,2010,RCI 2010 z-scores,-0.56,-0.014386254571106,-0.143467553,0.213217232
Spain,ES24,,other,ES24 - Aragón,2019,RCI 2019 z-scores,-0.48,-0.079038427697743,-0.053176414,0.005123959
Spain,ES24,,other,ES24 - Aragón,2016,RCI 2016 z-scores,-0.4,-0.079038427697743,-0.053176414,0.005123959
Spain,ES24,,other,ES24 - Aragón,2013,RCI 2013 z-scores,-0.35,-0.079038427697743,-0.053176414,0.005123959
Spain,ES24,,other,ES24 - Aragón,2010,RCI 2010 z-scores,-0.36,-0.079038427697743,-0.053176414,0.005123959
Spain,ES30,,capital region,ES30 - Comunidad de Madrid,2019,RCI 2019 z-scores,0.3,-0.04282177104182,-0.139640348,0.052635967
Spain,ES30,,capital region,ES30 - Comunidad de Madrid,2016,RCI 2016 z-scores,0.34,-0.04282177104182,-0.139640348,0.052635967
Spain,ES30,,capital region,ES30 - Comunidad de Madrid,2013,RCI 2013 z-scores,0.48,-0.04282177104182,-0.139640348,0.052635967
Spain,ES30,,capital region,ES30 - Comunidad de Madrid,2010,RCI 2010 z-scores,0.43,-0.04282177104182,-0.139640348,0.052635967
Spain,ES41,,other,ES41 - Castilla y León,2019,RCI 2019 z-scores,-0.6,-0.096555569390253,-0.0390236,-0.013917822
Spain,ES41,,other,ES41 - Castilla y León,2016,RCI 2016 z-scores,-0.5,-0.096555569390253,-0.0390236,-0.013917822
Spain,ES41,,other,ES41 - Castilla y León,2013,RCI 2013 z-scores,-0.46,-0.096555569390253,-0.0390236,-0.013917822
Spain,ES41,,other,ES41 - Castilla y León,2010,RCI 2010 z-scores,-0.45,-0.096555569390253,-0.0390236,-0.013917822
Spain,ES42,,other,ES42 - Castilla-La Mancha,2019,RCI 2019 z-scores,-0.8,-0.047292271750775,-0.058774179,-0.068375965
Spain,ES42,,other,ES42 - Castilla-La Mancha,2016,RCI 2016 z-scores,-0.75,-0.047292271750775,-0.058774179,-0.068375965
Spain,ES42,,other,ES42 - Castilla-La Mancha,2013,RCI 2013 z-scores,-0.69,-0.047292271750775,-0.058774179,-0.068375965
Spain,ES42,,other,ES42 - Castilla-La Mancha,2010,RCI 2010 z-scores,-0.62,-0.047292271750775,-0.058774179,-0.068375965
Spain,ES43,,other,ES43 - Extremadura,2019,RCI 2019 z-scores,-1.09,-0.171940029582975,-0.109925413,0.001627296
Spain,ES43,,other,ES43 - Extremadura,2016,RCI 2016 z-scores,-0.92,-0.171940029582975,-0.109925413,0.001627296
Spain,ES43,,other,ES43 - Extremadura,2013,RCI 2013 z-scores,-0.81,-0.171940029582975,-0.109925413,0.001627296
Spain,ES43,,other,ES43 - Extremadura,2010,RCI 2010 z-scores,-0.81,-0.171940029582975,-0.109925413,0.001627296
Spain,ES51,,other,ES51 - Cataluña,2019,RCI 2019 z-scores,-0.17,0.006460241573454,-0.067321288,-0.264454814
