iso3c,year,NEER_EA19,RGDP_EA19,RHICP_EA19,RULC_EA19,RXPI_EA19,NEER_EU27,RGDP_EU27,RHICP_EU27,RULC_EU27,RXPI_EU27,NEER_IC37,RGDP_IC37,RHICP_IC37,RULC_IC37,RXPI_IC37,NEER_Gr42,RGDP_Gr42,RHICP_Gr42,loans,banking_leverage,current_account_avg3y,direct_investment_stocks,current_account,export_oecd_5ychange,lending_borrowing,direct_investment_flows,trade_balance_energy,REER_42tp_change1y,REER_42tp_change3y,REER_euro_change3y,export_shares_change5y,export_shares_change1y,export_shares_vol_change1y,finance_liabs_ch1y,finance_liabs_mio,debt_gov,house_prices_real_ch1y,house_prices_nom_ch3y,int_inv_pos,int_inv_pos_adj,poverty_risk_perc,poverty_risk_ch3y,povery_risk_post_transfer_perc,povery_risk_post_transfer_perc_ch3y,deprived_perc,deprived_perc_ch3y,low_work_perc,low_work_perc_ch3y,ulc_ch3y,ulc_ch1y,ulc_perf_eu_ch10y,activity_rate_perc,activity_rate_perc_ch3y,unemp_long_perc,unemp_long_perc_ch3y,unemp_youth_perc,unemp_youth_ch3y,neet_youth_perc,neet_youth_perc_ch3y,gdp_real_ch1y,cap_formation,tot_ch5y,construction,employment_ch1y,productitivy_labor,credit_priv_flow,debt_priv,debt_households,rd_exp,unemp_avg3y,unemp_rate,finance_debt_to_equity,debt_external,ulc_ch10y,debt_priv_perc,credit_flow_priv,EurozoneEntry,EUEntry,gini_post,gini_post_se,gini_pre,gini_pre_se,gini_abs_red,gini_abs_red_se,gini_rel_red,gini_red_red_se,gov_balance,gov_debt_gdp,MIP_status,SGP_compliance,SGP_edp,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,unemp_rate_wb,labor_force_total,cpi_wb,cpi_change_wb,interest_real,cap_form_gf_perc_gdp,cap_form_gf_real_lcu,cap_form_gf_real_usd,AIS_mean,AIS_mean_MIP,AIS_mean_SGP,AIS_mean_Integrated,AIS_mean_SGP_MIP,country_group_jee
LUX,2006,100.166899880502,95.7888117358657,97.8193007370363,94.0640326122839,97.8861995929381,99.7655436022456,96.1066593027289,98.006993463208,94.1739767291905,98.1066001281486,98.2536655326091,95.2260307752525,97.1047727814328,92.9355758787045,97.9668018132535,98.1104897238808,96.4984374308495,97.9218891316401,,,11,2626.4,10,30.7,9.3,307.6,-5.9,0.5,3.4,3.6,17.2,5.7,3.5,17.5,5270024.2,7.9,8.4,41.1,21.6,,16.5,0.7,14.1,2.2,1.1,-0.8,5.2,-0.9,8.6,3,11,66.7,2.1,1.4,0.5,15.5,4.3,6.7,1.6,5.1,18.9,3.3,2.9,3.8,1.2,27.4,202.4,,1.69,4.7,4.6,60.1,-2541.9,19.3,233.5,22.4,1999,1993,27.3,0.8,45.2,1.1,17.9,1.4,39.6,1.8,1.9,8.3,,,,75.9638340718709,23.6595407264349,24.1894473407458,0,28.2066118210753,320.598261765662,176.246890384932,144.35137138073,1.66674,4411.84682,1.547201,1.674969,1.699838,1.400937,1.571362,1.882664,16.6900005340576,1.83000004291534,81.4800033569336,7.84999990463257,6.69000005722046,13.6380067169608,7.14327145185175,6.72434191367284,472637,0.0211427942093523,42120752000,5.17848460186509,89118.6089959102,3.51414201688476,49600152320.5634,104943.439300274,33808445000,71531.5241929853,42414308116.9239,89739.7116961301,50894032693.7998,107681.016707959,36831661433.81,77928.0112090462,4.73000001907349,213169,92.0839020839021,2.66631494577072,,17.6115287171593,6723029000,8205550773.99696,,,,,,Finance
MLT,2006,100.115764348293,95.3126116908957,97.9714489311467,102.580264844129,95.0650347248999,99.9177702106841,95.7161526539958,98.2597363429443,102.880021797015,95.2662736276247,99.3710346061194,94.9399860018543,97.6689661726182,100.518939422741,94.9025102761322,99.4854418003478,98.1564107239223,99.4556009635475,,,-5.6,1111.2,-6.6,0.8,-3,371.6,-4.5,0.7,2.8,0.9,-9.5,12.2,8,36.7,99205.9,64.6,17,50.9,27.8,,19.5,,14.2,,3.9,,9.7,,5.8,4.1,3.8,57.9,-0.7,2.7,-0.4,15.5,-1.9,10.3,-9.1,1.8,22,2.1,7,1.5,0.3,6.5,142,,0.58,7,6.8,61.7,-323.6,19.2,173,17.2,,2004,27.7,1.8,43.8,3.9,,,,,-2.5,64.3,,,,369.34487569979,219.233758133978,60.0276658311125,0.111961592634743,27.6092653891635,253.836605811554,123.401683758995,130.43492205256,0.58025,1282.21535,1.203782,1.115418,1.568244,1.230478,1.025022,1.010357,28.3400001525879,2.02999997138977,69.629997253418,14.0100002288818,10.3400001525879,19.9445949747901,12.4429692325452,-7.82937408045756,405308,0,6766000418.46024,2.51014276491921,16693.4785853234,2.13733998176295,7960297534.26774,19640.1194505604,5403002129.85784,13330.6081544352,6778324087.13818,16723.8842735356,11969251055.1071,29531.2479771116,9439548068.26225,23289.8143344376,6.80000019073486,163303,91.4122354628734,2.77378006481472,3.42016267331719,22.4781713860736,1369086928.23142,1669949792.93705,,,,,,Finance
NLD,2006,100.195867665853,100.304813775702,101.671716938378,98.8087599969749,99.067750540862,99.8833462378427,100.846797306601,102.040737886069,99.1155700429691,99.3951215153023,97.9560655107954,99.4498019601596,100.563073835798,97.0772549066346,98.9936149362842,97.5752742272842,100.838589428579,101.379672084388,,,8,340.5,9.2,5.7,8.9,51.6,-1.1,-0.8,-2.1,-1.8,-5.2,-3.3,-2.5,12.3,5765286,44.8,1.6,13.6,-1.9,,16,,9.7,-1.3,2.3,,10.9,,-0.2,0.3,7.7,77.4,0.9,1.7,0.7,10,0.1,4,-1.1,3.5,21.3,1.2,6.2,2.2,1.3,13.5,215.3,,1.76,5.5,5,224.8,43.2,18.1,221.7,12.7,1999,1993,26.6,0.8,46.9,1.1,20.3,1.4,43.3,1.8,0,45.2,,,,51.2048398340921,71.4074649539021,21.6000109486679,0.0179389894967217,25.7231655140866,127.772151379019,68.1811183379922,59.5910330410267,1.74067,3232.94929,1.539821,1.682698,1.783092,0.9029117,1.788718,2.050479,20.6299991607666,3.65000009536743,75.7300033569336,13.8999996185303,4.90000009536743,21.2063721246916,11.9289157739511,7.79922442831521,16346101,0.730552707709732,642231550000,3.46098895411502,39289.5865503339,3.29494984036958,817858911574.005,50033.8834058352,5.84546e+11,35760.5767883118,733340860619.747,44863.3506314287,835242650078.475,51097.3626113331,669518625928.318,40958.9189451551,5,8433281,93.7001282902818,1.10150106517704,0.956074204991445,21.0409445963192,131958505000,175638501207.751,,,,,,Finance
AUT,2006,100.362418039776,99.1571201082277,99.9635863558964,99.5303433380562,98.865528870012,99.8853011984992,100.17152114638,100.730785013119,100.041288562278,99.3693084423337,99.4966456334848,100.108148462813,100.570324570577,99.2902195415053,99.8192613066271,98.7333764595753,101.693062111209,101.526159566956,,,2.6,61.6,3.3,12.9,3,3.2,-3.5,-1,-1.7,-0.6,1.3,-2.7,-2,9.7,1279597.7,67.3,2,7.3,-12.9,,17.8,2.1,12.6,-0.6,3.6,0.3,8.1,-32.8,2.6,1.5,-5.7,72.4,0.4,1.5,0.4,9.8,2.2,7.8,1.7,3.4,22.7,-0.9,4.2,1.7,1.6,5.3,122.9,,2.37,5.5,5.3,211.7,13.4,4.9,137,7.2,1999,1995,27.5,0.8,46.9,1.1,19.4,1.4,41.4,1.8,-2.5,67.3,,,,3.12514947791801,4.78807059606406,25.0504425566822,6.9094318581466e-05,27.1466827472177,98.0883112053436,50.8416688618235,47.2466423435202,2.35923,3524.13895,1.372685,1.644535,1.913557,1.075933,1.831036,1.914531,28.1599998474121,5.23999977111816,66.5899963378906,13.0500001907349,7.80999994277954,27.2593708304078,17.8234362098009,3.27200314072399,8268641,0.195236487755811,316703910000,3.45404183614122,38301.8092090345,2.94341785870446,379958397036.836,45951.7346365426,267824450000,32390.3831355116,335998557270.104,40635.2818159724,419781113132.521,50767.8484448075,310998506693.173,37611.8042485063,5.23999977111816,4074735,92.6695586626601,1.44154851119019,,22.6007558309184,72980220000,88032835256.3351,,,,,,Core
PRT,2006,100.11236997578,99.4445886004921,101.971743584927,104.054894390014,101.24492727706,99.8695037997906,99.7597448096871,102.174179778701,104.233867633592,101.421789346808,98.3530710540688,98.6651692465409,101.060012070724,102.438954778289,100.916830266875,98.5146540670993,100.320817819082,102.129898738054,,,-9.6,46.1,-10.7,6.6,-9.5,6.3,-3.8,0.4,0.7,0.7,-4.4,2.1,2.9,13.8,711036.5,69.2,-1.4,5.1,-79.3,,25,,18.5,-1.5,9.1,,6.6,,4.3,0.7,16.9,73.6,0.8,3.9,1.7,21.2,2.6,10.6,-0.6,1.6,22.5,0.6,5.6,0.4,1.2,12.6,176.5,,1,8.5,8.9,201.9,56.6,34.2,187.6,17.2,1999,1993,34.1,1.1,52.4,2,18.3,2.3,34.9,3,-4.2,73.7,,,,6.42170578549772,4.24403378542887,21.125162349927,0,20.7902877157241,68.5470531182009,30.3574044411002,38.1896486771007,0.95455,2338.18339,1.232662,1.065522,0.98591,0.9529556,0.8745383,1.016922,30.3099994659424,11.9099998474121,57.7799987792969,24.7000007629395,10.6099996566772,21.1476529637361,12.3431980695303,-10.2387851532604,10522288,0.273318134033796,184943854000,1.62503417629674,17576.3915604667,1.44193641296673,234702206404.714,22305.2444871984,166260469000,15800.7905695035,208581694893.991,19822.8460287336,331712495830.66,31524.749734151,259371446444.924,24649.7193808917,7.65000009536743,5532331,94.6166247066051,3.10766545871054,,22.5328535552248,39243613000,51712156322.2024,,,,,,Periphery
SVN,2006,100.419478064814,95.5514004999154,95.6011199708985,92.7733580725495,98.7947337164704,99.7747259285942,96.7204461627382,96.3995906285346,93.3634578810217,99.6409401266753,99.1812614765682,96.6724721399769,96.347519993904,92.9886932298373,99.7948656541175,97.8158558316629,98.5804953707965,97.610121926618,,,-2.1,23.1,-1.8,35.4,-2.3,1.9,-5,-0.7,-2.8,-0.2,21.4,2.6,4.6,13.8,53078,26,14.1,46.6,-16.8,,17.1,,11.6,0.6,5.1,,6.9,,6.3,1.3,43.5,70.9,3.8,2.9,-0.6,13.9,-3.4,8.5,0.5,5.7,27.8,-1.3,3.9,1.6,4,13.6,82.5,,1.53,6.3,6,492.5,10.6,59.1,89.3,13.9,,2004,23.7,0.6,39.8,0.9,16.1,1.1,40.5,1.4,-1.2,26.1,,,,1.75279441323813,2.29608266841474,20.893860031577,0,16.6937095135384,129.788393459099,64.870215419655,64.9181780394435,1.53291,2924.94619,1.069615,0.7956023,0.9102269,1.084757,0.96356,1.034196,35.4900016784668,9.59000015258789,54.9300003051758,16.2000007629395,8.52000045776367,30.121920191459,20.4708998863406,-1.76101617451055,2006868,0.2118361482932,36682393000,5.746396900645,18278.4283769535,5.40948263334755,46419626982.8109,23130.3837535956,31470341000,15681.3208442209,39481045038.2637,19672.9655554146,65861169470.4575,32817.8881074677,51548470106.4701,25686.0292288631,5.94999980926514,1025737,88.9524566282612,2.45792444195864,,27.7455461953844,10100950000,12560602879.079,,,,,,Catchup
SVK,2006,80.8787839824305,82.9807960244571,80.6978124426028,81.1576975537199,84.0503317402631,80.9263706925947,84.4456622247279,82.0754644824592,82.0738561792803,84.7295831409938,79.9560513916961,83.8231296381813,81.4823161811186,81.1933999242879,84.5761840065065,79.3025618882255,84.9258392516376,82.1800446664581,,,-10.1,70.7,-9.5,77.6,-9.5,10,-6.3,5.1,18.3,21.1,59.4,9.8,13.4,-8.2,69848,31,11.5,,-64.8,,26.7,,11.6,,18.2,,6.2,,8,1.6,42.8,68.6,-1.4,10.3,-1.3,27,-6.8,14.4,-3.8,8.5,27.3,-2.2,2.4,2.1,6.2,8.5,51.8,,0.48,16.1,13.5,1211,14.4,57.2,52.5,9.4,,2004,25.5,0.7,42.7,0.9,17.2,1.1,40.3,1.4,-3.6,31.4,,,,8.06334335060879,0.705791251101662,16.800847388085,-0.00614465382331783,17.9106770393218,164.626286507128,81.2398533216646,83.3864331854633,0.47563,2181.25825,0.9311233,1.133783,0.5467787,0.7819173,0.8825375,0.4223817,38.8199996948242,4.3899998664856,56.7900009155273,12.6499996185303,14.3599996566772,34.2862427626697,20.6550898952608,-7.71126963036136,5373054,0.299233944371691,60006995000,8.49317758711238,11168.1354775143,8.48819014145039,77107959091.6251,14350.8624874466,56361425000,10489.6442507371,70708098105.6329,13159.7594413964,117003562559.924,21775.9885830152,101490308604.85,18888.7564883676,13.3699998855591,2653642,90.6923887133433,4.48333120449611,,25.5776020567259,14671006000,19239815724.1888,,,,,,Catchup
FIN,2006,100.236144564116,98.3950033623097,98.8848101495641,97.3972457696871,105.590321305072,99.5413520930046,98.8460367578682,99.0036425622014,97.5138443619927,105.884772996751,99.0384210217647,99.0051879274189,99.0336078509605,96.7948745341549,106.281743907992,97.2457102502973,102.302826862743,101.095900934317,,,4.2,41.6,3.8,2.6,3.9,2.3,-3,-2.1,-5.5,-4.1,-8,-1.4,0.6,12.2,406939,38.2,5.6,25,-14.2,,17.1,,12.6,1.6,3.3,,9.1,,3.7,1.2,-3,75.2,0.7,1.9,-0.4,18.7,-3.1,7.7,-1.9,4.1,22.8,-9.5,6.6,1.8,2.2,8.9,119.2,,3.34,8.3,7.7,226.9,-3.1,10,140.7,13.2,1999,1995,25.6,0.6,48.2,0.9,22.6,1.1,46.9,1.4,4,38.1,,,,2.13857286562128,0.830183020121996,21.4202675581416,0,19.8961703408321,81.9834930623435,43.0742002463895,38.909292815954,3.33762,7657.22083,1.494072,1.601978,1.973505,1.501351,2.170114,2.464972,25.6900005340576,4.67000007629395,69.6399993896484,12.8699998855591,7.8600001335144,30.2411262196568,21.8106734067104,3.68687593408557,5266268,0.371331968381958,2.09196e+11,4.02740965802573,39723.76643194,3.62894134847109,247537613424.007,47004.3707278108,1.72897e+11,32831.0294880549,216907539831.891,41188.0936997302,243837873960.467,46301.8353719308,181207160374.788,34409.0274886861,7.71999979019165,2661292,92.6424129317037,,,22.7638420562531,4.6096e+10,55617402757.3674,,,,,,Core
BGR,2006,100.257491629711,84.3216941652341,85.092573368955,77.6073397279902,83.9675060766296,98.9640704029074,84.8441487159632,85.2074704602293,77.7835503142047,84.369383437369,97.4660605730037,85.4966536943645,85.9918347305219,78.0590869869538,85.0921538784665,96.5167739647333,87.258127222041,87.1015060008879,,,-11.7,67.3,-17.2,59.8,-16.9,23.5,2.3,4.1,9.2,12.8,43.3,8.8,-1.8,51.9,96430,21,12.3,130.9,-28.9,,61.3,,18.4,4.4,57.7,,14.7,,10.2,2.8,1558.3,64.5,3.6,5,-3.9,18.3,-8.3,22.2,-6.8,6.9,27.6,12.3,5.6,3.3,3.4,28,91.2,,0.45,10.4,9,169.1,15.5,1836.6,97.1,20.5,,2007,33.3,1.2,44.4,2,11.1,2.3,25,3,1.8,20.9,,,,22.9043630840043,0.848521818603153,20.9586024856237,2.62773177562327,13.7159110560133,111.04746275381,46.9778786308931,64.0695841229168,0.4454,1354.47304,0.5771172,0.5968993,-0.0935352,0.3955171,-0.0573758,-0.0707363,34.4700012207031,8.10999965667725,57.4199981689453,13.1400003433228,22.2399997711182,25.3700145253258,,-17.0542879230011,7601022,1.85738571821253,74513308000,6.80216757925123,9803.06437739557,7.61642461090007,45869280338.7161,6034.62012591414,53608436000,7052.79316386665,34379808888.6039,4523.0508329806,117431467748.571,15449.43137233,86597505830.0945,11392.8766197617,8.94999980926514,3439496,78.0066777375015,7.26159462769947,2.00045770598526,27.4377450593783,19222922000,12026244754.38,,,,,,Catchup
CZE,2006,89.9565946467528,89.1048971882742,86.6381114286528,89.7028303525503,96.9971558642734,89.097340422347,89.5425224393663,86.8224172761882,89.6626361252894,97.3490887194627,88.2299020625951,88.992767648602,86.2806860076264,88.7453757407581,97.2809531800342,87.4204641204254,90.0880207580615,86.9372588234902,,,-2.4,47.5,-2.1,75.9,-1.8,3.5,-4,4.4,10.2,11.7,57.8,3.4,4.8,3.6,5067964,27.9,5.7,9.8,-30.9,,18,,9.9,,9.6,,8.9,,2.6,0.5,31.1,70.3,0.1,3.9,0.1,17.5,-0.1,9.2,-4.5,6.9,28,0.4,3.5,1.3,5.5,8.7,53,,1.23,7.8,7.1,657.7,-9.9,46.3,58,7.2,,2004,25.5,0.7,45.2,0.9,19.7,1.1,43.6,1.4,-2.2,27.6,,,,4.56406980590854,1.97699723714153,14.2222295228868,0,18.241260928034,127.028381868435,64.875423442478,62.1529584259566,1.23173,2550.5671,0.9622927,1.108626,0.8726435,1.053972,1.09646,0.3565845,39.9700012207031,3.75999999046326,56.2700004577637,16.1399993896484,9.15999984741211,34.3332159877379,23.2553291940453,-2.55726328958532,10238905,0.766777284584562,4.016919e+12,6.76693268125427,392319.19819551,6.47820360338791,197470142753.551,19286.2559769381,3.530881e+12,344849.47364977,156264095664.643,15261.7975911138,331257378446.302,32352.8129664551,244624895159.7,23891.7047437885,7.15000009536743,5186263,89.177566744311,2.53399258343632,4.90746073898372,28.4436943640978,1.075326e+12,53850041987.9687,,,,,,Catchup
DNK,2006,100.0733673416,95.6952185912023,98.7543605244156,94.9289343292096,96.9242539072086,99.357245408606,96.0323046789439,98.8331282250605,94.9397934526309,97.1339400639143,98.334450559175,95.6862900314041,98.1956182846606,94.0418282960009,97.2899513288546,97.8522956481165,97.2607590724784,99.1482653055089,,,3.4,44.7,3.3,8.1,3.3,0.9,2,-0.7,-1.6,-1.9,-3,-0.8,0.3,11.9,11110059,31.5,21.4,58.9,-0.3,,16.7,-0.2,11.7,0,3.1,1.1,9.6,-0.2,4.3,2,9.4,80.6,1.1,0.8,-0.3,7.7,-1.5,3.6,-1.6,3.8,23.5,4,6.8,2.2,1.6,23.8,199.9,,2.4,4.7,3.9,176.8,31.9,22.3,210.3,24.6,,1993,24.2,0.6,44.8,0.8,20.6,1,46,1.3,5,31.5,,,,0.84318706518409,2.82782082808713,31.8602911588695,0,37.2120204949254,97.3667362031348,50.7300470194145,46.6366891837203,2.403,5298.45015,1.571636,1.803423,1.997572,1.047865,2.22626,2.469991,23.3299999237061,3.08999991416931,73.5800018310547,9.0600004196167,3.61999988555908,22.8195938061561,12.0661149301025,3.34470140208431,5437272,1.91196034492863,1963964965000,3.9130079783106,361204.104742231,3.57206346379428,331090561927.791,60892.7715824758,1682260207000,309394.160711474,282884947702.966,52026.9995142723,289927788951.14,53322.2889991783,202725721866.697,37284.4547535413,3.90000009536743,2931398,91.7418087670744,1.92422138464588,,23.2727181188088,431217765000,72421916976.131,,,,,,Core
HRV,2006,99.7613221531932,92.7807305589844,95.6784713595906,95.1563372435019,92.6862047858419,99.3232477150868,93.2679427706789,96.0564595532922,95.3900370625049,92.9148272146353,98.7942626071064,93.4279035487764,96.2598908248959,95.0056423427098,93.1903272039159,97.4202409998695,95.7204475236973,97.8028758714692,,,-5.4,46.3,-6.6,32.5,-7,6.5,-3.7,1.1,2.8,5.5,18.8,-2.8,-3.9,27.1,498678,38.9,13.9,45.5,-73.6,,,,17,-1,,,,,6.1,2.3,36.7,63,0.4,6.4,-1.6,28.8,-5.9,14.2,-3.8,4.8,26.6,8.6,,3.9,0.9,18,91.1,,0.74,12.8,11.6,370.3,34.7,59.2,101.4,,,,27.2,1.3,43.9,2.8,16.7,3.1,38,4.2,-3.1,38.8,,,,6.63706399066904,0.532775811203049,20.9011393134949,1.44083393297178,8.93737445247134,84.3952952098377,37.9267814946378,46.4685137151998,0.74081,1321.96175,0.4814937,0.4197808,0.0060766,0.5591877,0.5713952,0.0785967,29.3500003814697,14.25,56.4099998474121,22.9799995422363,14.1800003051758,24.0916470712304,13.9168987247621,-7.75318178555234,4311159,1.04210120601226,350421790576.798,4.99328763230982,81282.5021245558,4.9685928359316,61197075793.9092,14195.0403114126,294359499150.731,68278.5068123748,50423077102.0764,11695.944664086,106521258278.182,24708.2648258117,75104731452.7643,17421.0070778564,11.1300001144409,1921755,88.5737294201861,3.1898259147295,5.85404791967682,26.5839232854792,81069758133.1935,14932294342.8657,,,,,,Catchup
HUN,2006,104.901837975653,94.0741143971005,90.2946236047183,102.865022002806,107.103958261661,104.05783336864,95.1453400481791,90.7806067763894,103.611825743059,108.083429007605,103.071846083449,94.7995647178075,90.480975930903,102.778810478677,108.2021218307,102.02273633024,96.2887301675803,91.3798430220161,,,-7.5,145.1,-7.1,38.7,-6.4,16.3,-6.2,-5.1,1.8,3.6,24.4,1.5,10,17.8,57673221,64.6,1.6,,-95.1,,31.4,,15.9,4.9,20.9,,13.1,,8.4,1.8,95.6,62,1.4,3.4,1,19.1,5.9,12.4,-0.2,3.9,23.6,-2.3,3.7,0.4,3.4,13.9,83.7,,0.99,6.9,7.5,141.2,11.2,116.4,96.1,17.8,,2004,27.2,0.8,50.1,1.2,22.9,1.4,45.7,1.8,-9.3,64.5,,,,16.1612419142968,15.8500239476573,19.8334170837429,-0.0022362921313137,19.425190351466,148.867502410626,73.8689140152455,74.9985883953804,0.98097,1744.98861,1.015041,1.21221,0.9977335,0.9865795,0.8729004,0.6587242,32.3199996948242,4.76000022888184,62.9199981689453,12.7200002670288,12.4300003051758,27.2244061483205,19.7146901343827,-7.28713550814859,10071370,0.544111329120802,3.2988949e+13,4.03101326691535,3275517.53137855,4.19313289445601,138021450771.415,13704.3372223854,2.4316299e+13,2414398.33905417,115577256523.599,11475.8227057093,255581682422.311,25377.0522205332,184680778081.326,18337.2051748,7.48999977111816,4304768,79.9381655788389,3.93032603841,4.26439095030859,23.5203556264874,7.198602e+12,30461336538.2296,,,,,,Catchup
POL,2006,102.970830766133,96.0401061344426,97.0595265601575,98.0996961590252,93.2382031968604,102.751571316855,96.8892299592059,97.7367783039231,98.6500826275556,93.4292763033914,101.494936435903,96.3915984044415,97.1674000169491,97.7905659345454,93.4330119232241,100.146954746634,98.0717734011044,98.2389969708323,,,-4,36.1,-4,67.5,-3.4,6.2,-2.4,1.5,11.6,13.6,50.2,6.6,6.1,24.4,1378447,46.9,35,,-44.9,,39.5,,19.1,3.1,27.6,,12.4,,-1.5,-0.7,21.8,63.4,-0.5,7.9,-3.2,29.8,-12.1,12.6,-4.1,6.2,20.4,3.1,3.4,3.2,2.9,9.2,47.6,,0.55,17,13.9,218.3,16.7,34,49.9,10.1,,2004,31.6,0.6,50.5,0.8,18.9,1,37.4,1.3,-3.5,47.3,,,,6.23088479761668,3.13473890321115,17.1551039758526,0,13.2437800746308,77.9707152682127,37.8209533854919,40.1497618827208,0.55082,1553.21482,0.8035325,0.7275952,0.404506,0.3536567,0.3737843,0.2741507,29.9799995422363,15.789999961853,54.2299995422363,24.4300003051758,12.6099996566772,28.7629589940819,16.3027815726307,-4.32444819721889,38141267,1.60616547581545,1215746900000,6.13114394606158,31874.8430669595,6.1984211762157,403192683978.377,10571.0354084036,1.069431e+12,28038.6857625889,344622003093.581,9035.41046744936,767070448657.177,20111.2996235069,577156407874.875,15132.0722480162,13.8400001525879,17325512,88.0005867683732,1.28469394366409,,20.4049630130415,232636300000,77151958345.7699,,,,,,Catchup
ROU,2006,119.781014034246,87.676270641822,101.487701120045,95.5181511929807,92.1703316148098,119.580249290054,88.4963512134809,102.474879352196,96.2773401418236,92.6603815911652,117.787425438096,88.6323007327589,102.674540161283,96.1030448753349,93.0336916048364,116.829973795465,89.9107873076599,103.594378084109,,,-9.1,33.4,-10.3,93.9,-10.4,8.8,-3,6.8,28.1,30,73.9,8.4,0.9,35.3,309342.6,12.3,46,,-36,,,,,,,,,,32,4.8,1615.6,63.6,1.4,4.1,-0.2,20.2,1.7,14.8,-5.5,8.1,26.4,17.5,1.8,0.7,7.3,15.1,44.5,,0.45,7.4,7.2,503.8,11.6,1859.9,67.2,22.7,,2007,32.8,0.9,43.2,1.3,10.4,1.6,24.1,2.1,-2.1,12.4,,,,9.02011511487348,0.41106506562921,17.9470572343657,2.43490861323294,18.2512853148488,61.6836259265159,24.7712264990404,36.9123994274755,0.45682,895.76749,0.5179734,0.4625684,-0.1178744,0.1478715,-0.2101832,-0.1638925,30.7099990844727,30.6000003814697,38.689998626709,33.8600006103516,14.7700004577637,32.9782770932418,21.1053948126196,-10.6661682432326,21193760,2.13786660292851,309893500000,8.02881107599163,14621.9217354542,8.67067585292331,156266346693.626,7373.22432138638,342762600000,16172.8074678585,122022997508.01,5757.4964285719,386251054165.653,18224.7536145381,244602377941.352,11541.2450618178,7.26999998092651,9752730,78.952928412357,6.55851412276983,3.05143448896313,26.6161477360716,84809900000,37931336088.6331,,,,,,Catchup
SWE,2006,103.210790211397,99.7390778654535,101.618671519869,100.908235616242,99.708898259243,102.964905920335,100.456487273912,102.08566476594,101.428101955977,100.202467917474,101.682260973523,100.299021318429,101.381265180062,100.72908001151,100.505059834078,101.081549582847,102.078295108772,102.444442551067,,,6.8,69.9,8.2,9.9,7.6,5.2,-1.7,-0.8,-3.8,-4,-1.4,-0.9,-0.8,9.6,13056413,43.7,11.1,34.9,-9.8,,16.3,,12.3,1.3,2.1,,6.8,,-0.1,0.2,-2.2,78.8,1.5,1,0,21.5,4.1,9.3,2.5,4.7,23,-4.9,4.1,1.7,2.9,10.3,154,,3.5,7.4,7.1,197.5,44.6,10.2,172.3,10.7,,1995,24.5,0.7,48.5,1,24,1.2,49.5,1.6,2.2,43.6,,,,5.21224259891122,5.10593132862607,28.5603081429543,0,17.2271074024546,88.1954134776664,47.4874330005625,40.7079804771039,3.49609,6126.64788,1.485718,1.439837,1.864799,1.294893,1.804315,2.196596,21.9099998474121,2.23000001907349,75.8600006103516,10.6999998092651,9.34000015258789,25.2546074726717,17.1514075167507,8.1468586360913,9080505,0.434454035728032,3.666091e+12,4.66277355175126,403732.061157392,4.07571489749014,475064446275.73,52316.9632389091,3.121668e+12,343776.915490934,423093437423.762,46593.6021646111,429438090953.82,47292.3136933265,342150659849.962,37679.6951105651,7.07000017166138,4750286,93.9666691462309,1.36021468627688,1.88744934931714,23.2293760899622,8.4015e+11,110563415516.062,,,,,,Core
