iso3c,year,NEER_EA19,RGDP_EA19,RHICP_EA19,RULC_EA19,RXPI_EA19,NEER_EU27,RGDP_EU27,RHICP_EU27,RULC_EU27,RXPI_EU27,NEER_IC37,RGDP_IC37,RHICP_IC37,RULC_IC37,RXPI_IC37,NEER_Gr42,RGDP_Gr42,RHICP_Gr42,loans,banking_leverage,current_account_avg3y,direct_investment_stocks,current_account,export_oecd_5ychange,lending_borrowing,direct_investment_flows,trade_balance_energy,REER_42tp_change1y,REER_42tp_change3y,REER_euro_change3y,export_shares_change5y,export_shares_change1y,export_shares_vol_change1y,finance_liabs_ch1y,finance_liabs_mio,debt_gov,house_prices_real_ch1y,house_prices_nom_ch3y,int_inv_pos,int_inv_pos_adj,poverty_risk_perc,poverty_risk_ch3y,povery_risk_post_transfer_perc,povery_risk_post_transfer_perc_ch3y,deprived_perc,deprived_perc_ch3y,low_work_perc,low_work_perc_ch3y,ulc_ch3y,ulc_ch1y,ulc_perf_eu_ch10y,activity_rate_perc,activity_rate_perc_ch3y,unemp_long_perc,unemp_long_perc_ch3y,unemp_youth_perc,unemp_youth_ch3y,neet_youth_perc,neet_youth_perc_ch3y,gdp_real_ch1y,cap_formation,tot_ch5y,construction,employment_ch1y,productitivy_labor,credit_priv_flow,debt_priv,debt_households,rd_exp,unemp_avg3y,unemp_rate,finance_debt_to_equity,debt_external,ulc_ch10y,debt_priv_perc,credit_flow_priv,EurozoneEntry,EUEntry,gini_post,gini_post_se,gini_pre,gini_pre_se,gini_abs_red,gini_abs_red_se,gini_rel_red,gini_red_red_se,gov_balance,gov_debt_gdp,MIP_status,SGP_compliance,SGP_edp,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,unemp_rate_wb,labor_force_total,cpi_wb,cpi_change_wb,interest_real,cap_form_gf_perc_gdp,cap_form_gf_real_lcu,cap_form_gf_real_usd,AIS_mean,AIS_mean_MIP,AIS_mean_SGP,AIS_mean_Integrated,AIS_mean_SGP_MIP,country_group_jee
CZE,1999,69.6343908537298,67.1415081680616,66.8222331781232,61.8861844195656,83.0051187494437,68.7736930709454,68.5731069290653,67.9099127307652,62.5291920788086,84.5476551459843,66.2584731066296,67.0370618210694,66.0951286269994,60.8947063268159,83.6653569465552,65.0762459473398,69.6019624670163,67.568783248326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,24.8,0.9,43.9,1.2,19.1,1.5,43.5,1.9,-3.1,15.2,,,,9.68588830944053,0.138065126049456,14.8700633781968,1.71926810045513,13.0360198524556,85.9992285782893,42.7603315249161,43.2388970533732,1.05452,1313.26026,,,,,,,40.560001373291,5.30999994277954,54.1199989318848,14.4799995422363,,33.7711824723045,22.6004368430654,-2.24901142622428,10283860,0.434761980400506,2.986482e+12,1.38414894342924,290404.770193293,1.48779208499693,146814269063.158,14276.1831708286,2.252983e+12,219079.509055938,65173130995.2212,6337.41912037126,246281838916.112,23948.3850340351,158333514882.971,15396.3117820518,8.48999977111816,5184244,74.9865615481096,2.1354484441733,5.47580748436066,30.0671154642534,7.79207e+11,39021031452.1542,,,,,,Catchup
DNK,1999,100.446160568772,93.0596165231866,100.197806966284,91.1403312568137,88.5420627487062,99.1479227131521,93.3037609497044,100.039044727282,91.4071881906035,88.6345412830453,94.4083147561939,90.7559845210739,95.3141760238858,87.9265200755337,88.9705554343608,93.3343806222863,94.2162644023677,97.3884794130534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,22.5,0.7,43.4,0.9,20.9,1.1,48.2,1.4,0.9,,,,,9.46697462674685,10.0126820261889,31.9265707768313,0,37.7565801095213,72.6971979470271,39.3484366798101,33.3487612672171,2.12764,3559.90315,,,,,,,26.9300003051758,3.3199999332428,69.75,9.27999973297119,,22.6383309082148,14.2552353980114,1.71224059307764,5321799,0.465811407663161,1705100851000,2.94802216063901,320399.33319541,2.60794426036803,287450544669.54,54013.7920784946,1241520747000,233289.672721574,177965188354.692,33440.7948054204,251713308780.504,47298.5373518437,141846293400.642,26653.8239044055,5.1399998664856,2879014,79.376624408535,2.49779544404528,,20.9199551942727,323543245000,54338257672.6123,,,,,,Core
HRV,1999,95.4299586802067,78.7653850207853,86.8636552440699,86.0466788638115,75.5912108769903,95.0429272222406,80.157645574935,88.028441253816,87.4058184311732,76.3757041547891,91.2763672893704,79.3468621649903,86.928873927988,85.3796771694596,76.5929065500499,88.3960461524557,86.7157407769149,91.9771362333437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,1.6,43.3,3.1,15.2,3.5,35.1,4.7,-1.1,29.1,,,,6.20172833774961,0.265813272842834,22.8439219244463,,,66.7675840833408,30.3662701004614,36.4013139828794,0.8404,1239.33088,,,,,,,29.0900001525879,16.8500003814697,54.060001373291,24.8400001525879,,24.2028856885635,16.0815507988242,-6.40509970875786,4512597,0.595584330916797,259849819163.707,-0.948053454816005,57583.209660359,-0.519192439396321,45379738092.8281,10056.2354876423,166819424116.569,36967.4987854154,23457038980.352,5198.12404705139,78989179454.6087,17504.151036445,44528562733.9852,9867.61342392976,13.5600004196167,2007344,72.4723175629808,4.01913875598084,11.0176486495882,21.1599653148937,46429780921.3587,8551933186.39774,,,,,,Catchup
HUN,1999,109.72001817043,71.7024542827254,71.9312480389236,73.2102314133239,106.063552116056,108.245796814533,74.2309779759213,73.6323468351892,75.2179036043589,109.258224612947,104.382689405025,72.9400941169945,72.1315784337615,73.5882014727753,108.537847125028,102.584268714503,75.9791913860473,73.9383660327229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,27.5,0.8,49.7,1.1,22.2,1.4,44.7,1.8,-5.3,60.4,,,,6.89776404900304,1.00810332076167,21.802165164374,3.20364158144294,19.4381626236063,114.025774849784,55.6436554579462,58.3821193918374,0.67053,1227.28944,,,,,,,34.3499984741211,6.94999980926514,58.689998626709,15.6999998092651,,27.5177515947091,19.3378483745628,-8.37316052852778,10237530,0.321577556892144,2.4480692e+13,3.0710298892064,2391269.37845359,3.36340341172429,102424015561.338,10004.7585268456,1.1637546e+13,1136753.29889143,49073380173.7159,4793.47852203763,189664012885.722,18526.3450154209,111315201192.571,10873.2478627727,6.92999982833862,4139644,52.7095767777396,9.99774409303364,7.60394530080758,25.0810609040772,5.388795e+12,22803024535.9487,,,,,,Catchup
POL,1999,95.2202561408864,81.8461432245018,81.3990336037157,96.3015736290131,76.0293236512664,95.0444813798287,83.8420544371716,82.9089474934092,98.8169082257872,76.9081600907059,91.3716870528729,82.693233227947,81.1047904671822,96.8771489978117,77.0021667632988,89.0265506846549,87.93613244372,84.2699422137019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,28.9,0.5,47.5,0.6,18.6,0.8,39.2,1,-2.3,38.9,,,,4.35626431737654,0.0988055090210962,18.0642817962137,2.32336990374314,15.8524836595879,54.1116036351237,24.0918862022445,30.0197174328792,0.6818,1463.21338,,,,,,,31.5599994659424,19.4500007629395,48.9900016784668,26.8199996948242,,30.2127407231702,16.7986598075697,-7.34395470920493,38660271,0.411708417814941,942812100000,4.65482665906518,24387.1053050818,4.66351625137496,312676052134.116,8087.78738602521,6.7453e+11,17447.6273071133,170031005016.259,4398.08104335996,594863372093.661,15386.9426340457,388183852269.954,10040.8983752327,12.289999961853,17165571,69.1969832771014,7.1540729117986,,24.2362830415252,200834400000,66605113919.013,,,,,,Catchup
ROU,1999,257.41211680604,50.7345203949064,70.6417394323266,59.1776182877958,61.8282572839677,257.4334994789,51.9134713659481,72.2481826874685,60.466629811885,62.8714299188712,230.945317373563,51.1234299730874,71.1818162333966,58.4117875914199,62.6165976580666,227.548768370901,53.0018460320965,72.6774182062613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,28.4,0.9,38.3,1.2,9.9,1.5,25.8,1.9,-4.4,21.7,,,,2.89546442357927,0.0445028153480002,17.0566189702212,4.95112596635928,17.0163394370769,57.9736750449875,26.6618172055494,31.3118578394381,0.39832,1052.68941,,,,,,,27.0599994659424,44.0099983215332,28.9300003051758,44.1800003051758,,30.3919719045684,19.3798252742787,-3.60750946914727,22472040,1.66443961836723,212809400000,-0.376660705758994,9469.9635636106,-0.220150554902901,107310890612.622,4775.30703098703,55126400000,2453.11062102061,35952781582.2083,1599.88953304677,265245495908.627,11803.3563445342,125764117676.438,5596.47088899973,6.23999977111816,11821353,21.9557697926015,45.8037811326362,10.7804562206084,18.0481584141174,39601100000,17711642550.9235,,,,,,Catchup
SWE,1999,108.534511572347,108.710539379388,110.660298950876,105.054466850077,106.942967344605,108.402823102701,110.989542099917,112.213163741209,106.88811786223,109.057185989853,100.945266375537,107.62292574053,105.787627677076,102.109825831743,109.87635235027,99.620110658065,111.818610782324,107.998693585378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,24.7,0.7,48.1,1,23.4,1.2,48.6,1.6,0.6,60.5,,,,22.9539642927039,8.89319854308544,30.2978502040632,0,14.6478497739655,74.8983658159395,40.1114332826671,34.7869325332723,3.41742,4499.0789,,,,,,,24.9899997711182,2.99000000953674,72.0199966430664,11.4700002670288,,26.0246659960238,19.6846182855861,3.93247929087321,8857874,0.271025141627291,2.937007e+12,4.24718414367548,331570.193931411,4.16597892777474,380587280611.132,42965.9849091477,2.264494e+12,255647.574124446,274072182416.731,30941.0793624668,344034744145.196,38839.4262714954,243339601758.025,27471.5582721119,7.6100001335144,4544404,85.4579066416506,0.462175756339131,4.43729448729047,21.5258243121863,6.33013e+11,83304266316.8112,,,,,,Core
GBR,1999,130.394049483008,124.459628606707,131.440800635125,116.738447071564,112.004750833697,129.694501062517,125.68393356037,132.183456352904,117.808508788819,112.88738594113,123.238002168798,121.749530386087,127.800155506541,111.350468598313,111.072540085625,122.140476894722,126.162351119176,130.141480794643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,0.7,53.6,0.7,19.2,1,35.8,1.2,,,,,,7.72061575428947,14.4047689279457,25.5158473339994,0,37.6715256514267,49.2357372070727,23.9240458855784,25.3116913214943,1.64171,2853.96564,,,,,,,25.8099994659424,1.54999995231628,72.629997253418,12.6099996566772,,23.0547240047274,13.9616555965962,-2.51586528413623,58682466,0.443534400092674,1422995861000,3.42822332767811,24249.0808242448,3.08396176032207,2031050677570.54,34610.8610631759,1.039891e+12,17720.6424828841,1682399288141.08,28669.539690801,2163194329585.59,36862.7032406169,1432713941078.97,24414.6853180808,6.03999996185303,29051272,80.5159977806547,1.7529508005142,4.39630307641108,17.521451767541,253495872000,352400979633.309,,,,,,
NOR,1999,96.5929396279952,68.923497616135,96.9456855625818,74.8217162570827,53.9583013241357,95.8428661746561,69.4398491330312,97.1130865744162,75.4179895090437,54.3535879505712,87.8811352011558,64.3764788325013,89.3123855286336,70.0420453206375,51.9301644104239,87.2955696558326,66.1946023567678,90.7364136502682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,0.8,42.7,1,18.1,1.3,42.4,1.6,,,,,,3.58759758241959,2.99069889238806,24.2690739984309,0.441786137223954,21.6599072511856,70.0085882076877,38.6046651270573,31.4039230806304,1.60533,4089.17828,,,,,,,22.2600002288818,4.59999990463257,73.1399993896484,7.71999979019165,,29.5652407502949,10.1254731612584,5.45870449159995,4461913,4.95726154025648,2.366474e+12,2.01286328876013,530372.062386694,1.31670680290318,355314714530.518,79632.8199430419,1.265689e+12,283665.100596986,162284465073.341,36371.0509535576,248590008941.747,55713.7732048443,136333970612.487,30555.0490591114,3.25,2380738,79.4769704099176,2.36596736596735,,23.4662701500922,4.93206e+11,69617380608.0354,,,,,,
CHE,1999,86.301788499157,93.0165704684091,97.1812188838719,96.4650095691747,80.6017922030865,85.9618405522275,94.1896450514176,98.0369062098426,97.5496714991635,81.3437556691464,80.6293473042567,89.4441322098947,93.0427662193193,91.1051952626049,78.4495145639392,79.8467311433095,92.5851489884826,94.6302491594314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,1.2,39.7,1.5,11.1,1.9,28,2.4,,,,,,5.01576499526716,12.2004809100413,9.16380389242875,1.41500830294693,15.8931460754805,90.0752247246359,47.4124159318606,42.6628087927753,,,,,,,,,24.6900005340576,4.78000020980835,70.5299987792969,17.75,,26.2690540591783,18.4338211990963,9.75579560553238,7143991,0.0174796460472033,483639356000,1.69471982455498,67698.7633383077,1.2108721367798,468697312723.228,65607.2092928488,435506546000,60961.2394528493,289912492344.561,40581.3070515572,402411730605.986,56328.7006668942,241567478128.904,33814.0792910998,3.15000009536743,3999626,90.3414760556727,0.806444380959444,,25.0848984942697,114765876000,112343188811.829,,,,,,
TUR,1999,445.304788662146,78.9839989249011,69.845217623841,110.244826487619,83.0829904755304,438.569216650442,80.9838197369127,70.9467451179289,112.455117278692,84.850117177658,421.290041598935,77.7741061014844,67.7266496478448,107.427161715345,82.97385391428,410.48271139294,83.4428588496709,70.7213811375293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,2,45.1,2.2,2.4,3,5.3,3.7,,,,,,0.305399456314771,0.251574264780367,,,,37.6649220191235,18.8109125295707,18.8540094895528,0.45646,322.13579,,,,,,,27.7199993133545,27.8199996948242,44.4599990844727,46.5499992370605,,28.2861088377436,19.9963040527366,-0.360784798328433,62287397,0.179063970055485,687564129167.297,-3.26316841366706,11038.5754146589,-4.75057838014382,489575316812.843,7859.94182439254,107374257949.568,1723.85206512271,256385525189.99,4116.17016504945,912740581800.839,14653.6960245881,546531229224.381,8774.34690719827,7.69000005722046,22205161,13.2942432735426,64.8674876350757,,19.8802919267361,120439654465.158,84492205053.4449,,,,,,
RUS,1999,152.721122782262,34.2817635039822,48.8108055595276,52.7843690536409,52.5789885041738,151.382724417758,35.1603057194896,49.7671174584634,53.7815825973657,53.668650185606,140.163501511003,34.5821639260338,49.0844481754908,51.7045744344352,53.5984064343797,140.498501462529,35.5922896127036,49.5365864845242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,0.9,47.5,1.2,11.1,1.5,23.4,1.9,,,,,,1.6622825455164,1.12049011104273,11.2428726496447,8.64264365537895,10.116348210403,69.393281498812,43.2199685128244,26.1733129859875,0.99623,3383.09161,,,,,,,29,15.0100002288818,55.9900016784668,11.75,,33.4962012517122,,11.6664565462153,147214776,11.5226512990444,44463967079500,6.39991468973531,302034.675374787,6.72949582031977,865063897237.22,5876.20292434465,4823233500000,32763.2431407565,195907128350.934,1330.75723561155,1941732533805.55,13230.2569607748,870676186417.134,5914.32606206006,13.039999961853,72934202,25.4634679089422,85.7464940960636,-18.9515529430941,14.3866142910145,6593996444000,121387469753.296,,,,,,
USA,1999,124.420594326497,119.771162131377,118.350500669364,127.316821717907,116.350625583752,123.703243608064,120.507956069962,118.672307805729,128.096343567316,116.966221927794,117.722867514266,119.419017173865,114.17508203155,124.617069568186,116.563582401153,115.466437414145,125.732831040432,117.037143665802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,0.5,49.3,0.5,12.5,0.7,25.4,0.9,,,,,,3.24431413500134,2.56976045274847,12.2606289164852,1.04080829287495,55.8588111796352,23.2734726597002,10.3085101834807,12.9649624762195,2.54965,3465.72038,,,,,,,24.6900005340576,1.67999994754791,73.629997253418,7.65999984741211,15.7799997329712,22.5499937953293,15.4533061041723,-2.97613948517151,279040000,0.619617927264743,13205271165000,4.75323599078349,47323.936227781,3.55719309418573,12120016643700.8,43434.6926738132,9630664202000,34513.5615037271,9630664202000,34513.5615037271,13593302605817,48714.5305541034,9630664202000,34513.5615037271,4.21999979019165,144781937,76.391102265249,2.18802719697358,6.45713480956714,22.7888851066391,2765547013000,2582331898173.21,,,,,,
CAN,1999,86.2751477840043,79.455427639402,85.4325071699102,81.2598030333042,85.8000378493417,85.8469953438469,79.9683619681677,85.6806703601563,81.8210108500799,86.2138066234703,70.8687047989885,67.920536579123,73.2691547296855,66.0353648097198,75.3995682867523,70.9477497331318,69.143519786749,73.9544194086769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,0.5,45.8,0.6,15,0.8,32.8,1,,,,,,4.06104044087683,2.94779585615572,14.7505420833922,1.09871121031032,53.7307701538388,80.390917290718,42.0053401934177,38.3855770973002,1.75587,3255.43936,,,,,,,23.1200008392334,2.80999994277954,74.0699996948242,16.9500007629395,14.2299995422363,28.2407029462656,17.4103845058728,0.125036403327313,30401286,2.16390174238964,1276188671000,3.97048263689422,41978.1147087002,3.12879168364921,1150559157996.41,37845.7397491807,1.004458e+12,33039.983900681,676084000807.7,22238.6645356943,1086696625430.29,35745.0874094697,843508200300.636,27745.8065524148,7.57999992370605,15933282,79.7223812249571,1.73484295105918,3.26407128889451,20.2598814485026,288272937000,248637264190.579,,,,,,
MEX,1999,164.446493601741,103.051770980075,118.111660873506,102.741753811829,102.736949878529,163.665243795485,103.70433633925,118.43600284814,103.444037829946,103.232924791847,137.032448979662,89.1131967071117,102.525669456675,84.3499146052199,90.83829151066,137.321689028308,90.7741518346195,103.637861188887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,1.1,50.3,1.2,1.4,1.6,2.8,2,,,,,,2.32260574768235,0,8.60813618545405,4.30623745183793,36.5105976276581,50.6179714442795,24.6326500515211,25.9853213927583,0.3441,224.43492,,,,,,,25.9599990844727,18.3700008392334,55.6699981689453,38.2700004577637,,34.1243330548828,19.2851644818971,-2.33238390221839,97484832,2.25238707043968,12323822137000,2.75355424748236,126417.842490614,1.24783710646471,872112260583.456,8946.13287719935,5738466369000,58865.2229405288,600232874042.927,6157.19247526556,1673413960949.48,17165.8905966979,1018601794034.79,10448.8234029556,2.59999990463257,38278823,57.8243757365431,16.5856169707539,6.58009944549598,21.1167229025892,2531258993000,182707645440.136,,,,,,
BRA,1999,120.67561340244,61.3400170133938,73.7811723462886,71.6617653458718,66.5346073046822,119.974732069258,61.8944036295368,74.1563887867105,72.2818895210643,66.9984330499698,107.907273868711,56.7552175554269,67.8082269264286,64.3484101941479,62.6688226435083,106.757287446468,59.9209149667144,69.5222243124374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,0.9,62.2,1.3,8.8,1.6,14.1,2.1,,,,,,4.7354922912743,0.249921344853752,,,,20.9821664782285,9.5648982609794,11.4172682172491,,,,,,,,,22.0599994659424,16.6900005340576,61.25,37.5499992370605,19.9200000762939,21.746711247782,12.3085333278888,-4.23765164171248,172318675,1.71670896361557,2593107395300,0.467937567378257,15048.3248278226,-1.00913962539633,1474026486641.65,8554.07277616111,1087710456100,6312.20299308824,599388579985.673,3478.37272997644,1941860759886.94,11269.0093507679,1483991236825.27,8611.90022976481,10.210000038147,76472275,49.0746921995342,4.85844749902668,67.0609170956757,17.0162942226036,464267167300,263908121475.671,,,,,,
AUS,1999,87.4489909716434,68.0127423891232,77.2668350347972,72.1963603802985,56.4920096580207,86.9710311517138,68.5291118198647,77.5587310589816,72.7840960314993,56.8277526215913,83.4739767563693,60.4409283043063,69.6428948208875,62.0555680161168,51.1099583120661,82.3756919336066,65.0436802291569,71.9611594124663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,0.8,47.5,1,15.9,1.3,33.5,1.6,,,,,,0.568932376888847,0.0801230932552146,22.4752112825954,2.31456285814899,65.505010084195,39.1346484106034,18.3438927598724,20.790755650731,,,,,,,,,21.1599998474121,4.92999982833862,73.9000015258789,19.6200008392334,,24.6972865848251,11.9784049111412,-5.60865887094456,18926000,1.8422890033437,1.09986e+12,5.07359909510564,58113.7060128923,3.87995945622536,817003221615.663,43168.2987221633,6.20141e+11,32766.6173517912,388608221581.652,20533.035061907,706592278189.823,37334.4752293048,478153359805.698,25264.3643562136,6.86999988555908,9416630,71.2018730489074,1.48312940304038,6.18752751244678,25.4430847178303,2.25926e+11,173210786898.633,,,,,,
NZL,1999,91.2789644226195,82.1338297837435,85.0692863576456,76.8344898638454,80.4889595231882,90.8305238364481,82.7447563738642,85.3650877902184,77.4632613978667,80.9525034948875,87.1268547427707,80.1553609279161,81.1874546484399,72.0528589478836,83.4422747430623,85.9717397369825,83.6168378026103,82.5905835286309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,1.1,45.6,2.3,12.8,2.5,28.1,3.4,,,,,,1.60215774821217,1.82730639186194,,,,61.4012311333669,30.9505515371504,30.4506795962165,0.96387,2296.41152,,,,,,,23.1000003814697,9.42000007629395,67.4800033569336,21.0300006866455,,24.0574411149087,15.5560854551396,,3835100,1.3176244248179,165621507000,5.4510757334878,43185.70754348,4.89840002170894,110044052591.963,28693.9199999904,1.13229e+11,29524.393105786,58762260625.8758,15322.2238340267,122934526098.152,32055.1031519784,78923926226.423,20579.365916514,7.01999998092651,1909785,75.0357758064178,-0.114267129777519,6.50380356653,21.8751379946833,30473131000,20660192042.3202,,,,,,
JPN,1999,95.9204966193879,131.334378900044,123.018224596743,142.070585138191,129.923835612784,95.4444036392963,132.320560921045,123.520635903196,143.174718480827,130.615882900418,86.0613726289487,126.020182926611,116.083045406349,132.965267482573,128.39346716169,85.5752964948429,132.310645806774,117.525701489585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,1.1,42.8,1.7,12,2,28,2.6,,,,,,0.323986292353001,0.531816070241943,,,,18.3489598227121,9.9517600054498,8.39719981726225,2.89283,5174.98105,,,,,,,31.8600006103516,5.21000003814697,62.9199981689453,17.5,,33.0394698911848,22.4713163699231,2.50163216982456,126631000,0.0108851763064831,461727744075000,-0.251954272065987,3646245.73820786,-0.433914444244635,5204275722617.37,41097.9596040256,5.196518e+14,4103669.71752572,4562078822335.45,36026.5560750168,4394944716760.76,34706.7046517895,3207019636532.04,25325.7072638772,4.69999980926514,67833638,103.358370025037,-0.34129692832762,3.51637237636943,27.8315017863885,135249147405000,1505112677650.58,,,,,,
CHN,1999,101.729822208865,80.099713578432,102.13010031418,81.4805041666263,114.438713105875,101.203630736904,80.8604715247092,102.66405856728,82.2211348471414,115.250998187442,92.7720184222261,71.1249158203328,91.178663826369,69.4412126670349,104.683108888797,90.2024771107731,71.2878602508216,91.3624588605205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,1,39.1,1.3,1.2,1.6,3.1,2.1,,,,,,3.74900388026637,0.368922310936633,,,,33.5245667311661,18.1626961583414,15.3618705728248,0.74963,414.43141,,,,,,,23,50.0999984741211,26.8999996185303,62.560001373291,,45.3598634431924,0,1.93007794733077,1252735000,1.81318646193215,15900850600588.4,7.66165150045002,12692.9083968983,6.73348565834864,2057495803275.45,1642.40306471477,9056437577650,7229.33228308461,1093997267271.06,873.28706172579,4017182938752.65,3206.73002570588,3324725650108.66,2653.97362579369,3.29999995231628,725914239,80.6893755831361,-1.40147268276465,7.20405034066914,32.5371258863645,,,,,,,,
HKG,1999,124.577824970773,173.916013759792,153.637112584172,149.094851215119,138.357244273512,123.96481767125,175.189320085654,154.201861417005,150.29998254568,139.116153794224,116.040220061487,157.205337382064,139.365429588098,130.060134814381,128.490765939246,116.106236076922,183.210776060775,146.400195195968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,2.2,45.3,2.9,5.4,3.6,11.9,4.6,,,,,,15.2957120663805,13.3952783508445,,,,220.272313145342,112.718574496907,107.553738648435,0.45767,1214.5713,,,,,,,21.1399993896484,0.300000011920929,78.5599975585938,10.8400001525879,,,,6.43398804532036,6606500,0.000529482948404089,1.400952e+12,2.50670779758147,212056.610913494,1.53230058503502,142481906630.085,21566.9275153386,1.285946e+12,194648.603647923,165768095391.557,25091.6665997966,224823723991.861,34030.6855357392,171078963504.956,25895.5518814737,6.25,3352418,99.5461758931618,-4.00943396226442,13.1335995724087,25.8047383016083,3.69937e+11,36783846760.2855,,,,,,
KOR,1999,121.095993641459,112.36108832904,107.631778147368,140.209786449568,122.686733322992,120.412224673656,113.385770920675,108.198535412273,141.482922810399,123.510401397928,111.164056613166,101.558597253226,97.6275298913552,122.039660883674,113.830869521865,110.315901192827,111.916804520394,101.073074251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.9,32.8,1.2,1.8,1.5,5.5,1.9,,,,,,2.15598533881813,0.797406844499901,12.7918903108108,4.42171465154684,23.7910754076291,59.7627537606539,32.590822939439,27.1719308212149,2.06662,2131.35869,,,,,,,27.5100002288818,11.3400001525879,61.1399993896484,37.5900001525879,,34.6658652504933,25.6737728948877,4.3787026478858,46616677,0.0222561502259993,8.284834e+14,11.4669424267425,17772253.4791573,10.6774505835378,664396838719.068,14252.342326311,5.91453e+14,12687583.8876289,497512659612.052,10672.4179334373,989793711154.328,21232.6097622601,783492526099.428,16807.1294764195,6.34000015258789,22327302,71.4992014570549,0.812996589285747,10.7579740962821,29.9929157515475,2.684793e+14,218132358222.711,,,,,,
